year,mileage,rough_scale,torque_scale,stop_scale,cv_wellness,wb_wellness,brk_wellness
2010,244710,0.91,0.19,0.27,28.81,24.79,5.0
2022,209033,0.56,0.57,0.55,30.19,44.73,9.18
2019,194782,0.9,0.71,0.67,27.29,35.08,5.0
2019,90787,0.38,0.36,0.37,57.47,68.27,61.86
2022,1293,0.11,0.18,0.94,100.0,86.79,78.96
2013,96218,0.72,0.44,0.53,65.93,61.24,45.79
2024,2062,0.74,0.95,0.43,90.46,88.1,89.88
2005,122839,0.58,0.03,0.77,65.67,51.76,34.1
2001,92770,0.26,0.09,0.57,73.17,71.7,48.25
2009,155829,0.61,0.39,0.67,47.8,57.12,23.91
2011,144408,0.45,0.51,0.57,55.64,58.78,25.65
2012,15020,0.87,0.68,0.34,86.43,87.22,86.08
2017,161606,0.83,0.2,0.97,46.44,49.34,13.21
2015,42705,0.23,0.41,0.13,80.47,96.38,84.48
2013,92638,0.11,0.98,0.59,56.65,75.15,49.19
2024,247400,0.24,0.06,0.84,31.53,35.45,5.0
2015,92711,0.77,0.23,0.65,71.8,59.85,58.92
2001,183023,0.31,0.56,0.96,32.73,56.8,16.41
2023,169340,0.24,0.22,0.32,48.76,47.52,21.7
2020,248904,0.19,0.43,0.31,29.93,23.27,5.0
2011,137497,0.52,0.35,0.0,44.01,51.72,46.84
2002,3101,0.5,0.46,0.32,91.29,98.41,93.74
2012,209068,0.78,0.3,0.02,25.41,49.83,25.62
2023,165233,0.57,0.36,0.22,51.92,49.21,33.66
2015,248528,0.18,0.53,0.91,12.81,33.36,5.0
2019,52027,0.46,0.67,0.39,79.01,80.27,79.63
2015,139723,0.79,0.74,0.21,45.98,48.26,44.39
2023,129988,0.1,0.07,0.04,65.36,56.53,43.68
2007,18953,0.41,0.09,0.9,89.51,86.46,71.37
2000,35386,0.3,0.64,0.99,72.84,86.93,68.55
2016,27269,0.24,0.88,0.8,77.82,98.79,75.95
2021,223503,0.46,0.94,0.74,20.6,32.48,5.0
2023,105462,0.34,0.69,0.41,55.67,67.13,50.21
2013,62564,0.34,0.66,0.66,71.14,84.47,67.75
2004,179734,0.14,0.82,1.0,43.41,52.86,10.11
2022,18983,0.83,0.35,0.46,91.88,82.4,87.25
2010,246034,0.75,0.68,0.9,15.42,31.79,5.0
2010,177790,0.03,0.41,0.05,43.59,51.62,26.59
2005,232396,0.64,0.03,0.18,40.97,35.35,5.0
2002,21133,0.89,0.17,0.9,96.56,80.0,78.28
2005,245043,0.48,0.3,0.12,22.44,37.35,5.0
2018,174461,0.09,0.33,0.52,49.69,53.76,18.99
2014,206093,0.41,0.7,0.02,31.54,49.15,21.32
2006,114366,0.9,0.94,0.42,47.13,51.55,38.24
2003,151135,0.86,0.09,0.43,59.62,43.31,40.21
2000,158439,0.9,0.2,0.38,50.57,49.78,39.37
2003,182459,0.48,0.95,0.26,32.91,53.24,16.54
2019,39415,0.88,0.01,0.14,89.24,67.33,82.36
2006,35577,0.51,0.31,0.67,91.76,88.82,70.95
2000,184657,0.78,0.17,0.55,39.44,43.92,19.75
2016,99877,0.68,0.89,0.97,57.22,62.08,31.7
2019,56093,0.11,0.64,0.51,66.79,82.97,69.05
2018,92486,0.33,0.4,0.38,59.62,69.13,58.12
2007,219374,0.48,0.64,0.62,25.17,46.65,5.0
2005,237227,0.96,0.95,0.02,19.98,31.2,5.0
2008,82419,0.96,0.58,0.46,66.87,62.18,61.33
2012,222143,0.36,0.6,0.04,29.66,32.73,11.78
2003,232357,0.51,0.38,0.05,31.11,30.46,5.0
2019,228417,0.33,0.12,0.01,33.63,38.41,6.76
2010,26096,0.6,0.78,0.33,79.38,87.01,88.75
2000,58280,0.84,0.2,0.99,82.09,66.0,55.87
2000,127467,0.14,1.0,0.17,52.32,62.58,40.61
2014,90751,0.96,0.71,0.51,57.38,56.56,56.36
2022,3226,0.47,0.86,0.49,98.6,85.73,89.12
2012,140430,0.78,0.6,0.13,57.2,58.92,45.89
2019,25414,0.83,0.11,0.96,88.01,72.63,76.23
2019,243170,0.74,0.44,0.23,22.72,26.59,5.0
2003,208038,0.37,0.77,0.2,31.16,41.36,8.07
2024,81706,0.53,0.32,0.19,69.12,67.83,51.92
2004,59689,0.11,0.02,0.21,93.51,92.26,67.51
2004,45867,0.2,0.23,0.41,91.44,84.46,58.66
2006,54547,0.21,0.62,0.78,76.27,81.52,58.7
2014,243968,0.48,0.07,0.45,28.72,41.9,5.0
2006,249432,0.57,0.25,0.38,27.5,36.66,5.0
2023,210444,0.52,0.44,0.22,26.32,34.81,7.12
2019,195220,0.29,0.26,0.07,43.16,45.91,22.58
2014,248287,0.64,0.97,0.01,19.18,21.1,5.0
2000,122120,0.64,0.31,0.99,64.93,58.89,29.28
2024,1445,0.31,0.21,0.04,99.92,93.84,88.83
2024,158592,0.3,0.68,0.38,37.77,54.76,18.03
2003,173545,0.17,0.47,0.56,45.32,62.61,17.78
2009,24806,0.59,0.28,0.81,85.9,83.48,74.05
2021,201912,0.37,0.9,0.93,34.16,45.76,5.0
2012,191723,0.51,0.87,0.41,33.82,41.66,8.78
2014,115782,0.82,0.63,0.48,51.15,61.26,32.9
2016,185955,0.25,0.02,0.34,48.16,47.86,22.86
2020,189033,0.92,0.43,0.56,38.22,43.51,12.97
2023,100726,0.75,0.25,0.01,67.3,63.52,62.74
2002,138942,0.21,0.99,0.46,49.96,58.59,41.26
2023,176608,0.26,0.94,0.11,38.58,50.18,28.01
2004,172765,0.3,0.12,0.65,46.93,54.87,16.2
2004,115525,0.18,0.6,0.65,63.62,71.59,38.08
2006,93179,0.64,0.73,0.24,66.07,73.82,56.84
2004,89908,0.53,0.16,0.78,71.32,75.09,44.57
2018,225751,0.2,0.99,0.3,18.65,33.05,7.85
2002,21081,0.94,0.35,0.68,80.85,82.19,81.82
2003,75145,0.56,0.57,0.62,76.05,75.82,57.45
2012,118255,0.16,0.22,0.12,56.1,64.27,54.05
2010,212448,0.07,0.41,0.97,32.48,42.32,5.0
2016,136358,0.59,0.92,0.53,47.07,53.14,32.68
2018,177250,0.31,0.77,0.84,38.53,44.43,10.88
2022,209065,0.27,0.88,0.08,30.07,50.18,27.91
2008,145755,0.65,0.86,0.82,42.98,62.22,23.71
2017,184368,0.24,0.29,0.44,41.17,45.86,18.51
2003,232406,0.71,0.75,0.43,23.19,28.74,5.0
2020,224307,0.89,0.75,0.24,29.46,36.21,5.0
2000,210568,0.18,0.5,0.02,29.99,41.75,17.38
2008,83885,0.08,0.38,0.81,73.39,81.63,50.89
2008,52979,0.58,0.01,0.73,81.29,84.09,64.4
2017,242947,0.61,0.98,0.1,17.48,26.06,5.0
2006,117622,0.07,0.63,0.24,50.25,65.09,49.74
2009,139048,0.34,0.69,0.14,56.3,57.89,44.33
2003,68122,0.4,0.83,0.66,71.52,76.26,63.9
2016,128046,0.13,0.4,0.38,53.42,71.11,40.28
2000,232244,1.0,0.68,0.7,23.26,28.38,5.0
2011,182918,0.58,0.19,0.33,42.61,41.73,11.01
2020,150181,0.74,0.5,0.39,53.13,41.5,29.62
2014,123066,0.03,0.27,0.23,67.83,68.85,51.11
2012,59062,0.65,0.45,0.18,74.2,73.96,69.54
2006,142252,0.89,0.18,0.78,68.03,45.71,18.22
2000,107964,0.82,0.37,0.49,58.15,60.89,48.84
2022,83100,0.96,0.69,0.53,68.29,60.69,53.39
2020,228632,0.43,0.57,0.06,24.97,37.72,11.17
2022,46881,0.52,0.89,0.03,61.58,71.83,75.47
2000,240200,0.36,0.23,0.58,22.45,31.26,5.0
2022,154152,0.76,0.18,0.63,61.09,43.94,25.79
2024,175554,0.78,0.05,0.53,50.13,41.32,23.33
2015,7266,0.61,0.8,0.49,91.63,95.25,92.31
2000,202609,0.54,0.01,0.77,51.75,36.96,5.0
2011,95709,0.13,0.99,0.51,48.38,77.33,59.65
2007,172864,0.1,0.17,0.11,44.89,47.35,29.93
2005,65341,0.01,0.77,0.48,77.55,87.29,61.16
2016,23303,0.56,0.65,0.78,86.09,88.46,69.45
2007,1993,0.39,0.96,0.42,89.11,88.74,89.55
2024,111600,0.11,0.68,0.95,58.7,70.12,35.57
2011,203398,0.14,0.64,0.12,34.98,45.93,12.24
2002,178360,0.42,0.66,0.86,37.15,53.14,5.0
2014,244355,0.47,0.7,0.02,19.84,27.58,5.0
2009,173959,0.84,0.24,0.27,41.41,34.33,31.09
2008,73870,0.08,0.25,0.19,77.83,77.92,64.58
2006,135776,0.75,0.7,0.96,49.62,48.2,32.46
2024,243594,0.57,0.1,0.84,17.11,33.92,5.0
2000,58352,0.65,0.85,0.68,75.92,62.76,56.29
2001,134412,0.7,0.56,0.77,55.67,55.67,31.35
2001,94849,0.29,0.95,0.87,59.34,78.75,48.29
2018,108663,0.65,0.02,0.48,69.02,67.05,49.0
2016,193263,0.25,0.68,0.73,28.61,44.54,11.2
2012,125218,0.48,0.16,0.53,64.28,70.69,46.37
2020,112492,0.69,0.78,0.34,51.94,64.82,53.2
2007,223980,0.66,0.92,0.33,16.9,30.83,5.0
2024,161442,0.55,0.88,0.15,37.39,41.53,27.13
2014,214601,0.4,0.27,0.48,35.19,42.26,5.0
2003,26747,0.45,0.18,0.52,95.03,89.42,79.19
2015,162691,0.81,0.61,0.31,51.49,48.65,24.44
2017,123172,0.74,0.34,0.92,55.01,59.7,30.3
2000,104071,0.33,0.67,0.89,56.38,59.74,40.93
2024,40457,0.61,0.3,0.4,85.57,79.33,84.18
2020,100107,0.18,1.0,0.9,54.78,65.64,42.03
2002,44098,0.59,0.77,0.43,66.51,78.8,77.38
2009,129801,0.03,0.81,0.03,43.16,68.85,49.42
2024,221719,0.74,0.07,0.17,35.29,27.4,5.0
2023,92605,0.49,0.79,0.72,64.48,63.26,51.65
2003,46852,0.44,0.38,0.79,76.73,79.2,62.75
2016,50373,0.01,0.48,0.36,79.39,91.32,74.39
2023,107980,0.37,0.2,0.17,60.54,63.31,56.23
2000,246849,0.27,0.57,0.97,24.75,36.96,5.0
2012,123778,0.13,0.79,0.01,57.61,63.27,39.77
2012,131964,0.13,0.38,0.11,64.63,59.05,48.87
2020,189940,0.76,0.88,0.41,36.83,40.17,21.08
2010,47661,0.63,0.84,0.7,76.08,79.93,66.23
2009,98772,0.35,0.9,0.77,57.27,64.56,46.6
2012,40221,0.56,0.64,0.95,75.85,80.56,67.07
2013,135390,0.88,0.05,0.11,64.18,56.1,40.75
2022,106022,0.79,0.99,0.46,52.78,59.19,50.01
2001,163499,0.97,0.53,0.35,47.38,46.27,24.65
2010,147273,0.28,0.83,0.33,38.16,56.68,24.93
2006,198778,0.67,0.08,0.55,31.75,38.75,9.64
2004,141185,0.46,0.02,0.34,66.19,57.2,38.04
2017,6580,0.63,0.15,0.86,94.59,91.11,75.63
2001,77597,0.14,0.68,0.34,58.29,80.26,61.87
2012,131105,0.37,0.38,0.38,58.3,59.51,41.96
2002,204748,0.68,0.96,0.67,34.77,38.8,5.0
2002,98950,0.15,0.8,0.07,69.92,76.88,58.58
2021,120340,0.19,0.99,0.92,50.57,66.96,25.28
2001,112423,0.23,0.03,0.54,66.42,77.23,47.95
2021,84222,0.56,0.1,0.04,75.24,80.47,68.37
2007,3041,0.24,0.02,0.63,94.59,99.95,83.41
2019,171187,0.86,0.43,0.46,43.78,41.89,24.27
2015,172551,0.75,0.52,0.96,46.35,43.95,19.03
2013,216064,0.53,0.76,0.2,22.46,34.72,8.35
2018,8483,0.6,0.85,0.65,81.08,93.4,87.15
2022,91415,0.05,0.27,0.3,77.97,76.27,59.01
2023,82571,0.07,0.27,0.23,77.62,82.7,65.42
2015,214530,0.98,0.82,0.19,23.76,17.24,17.59
2005,81321,0.22,0.15,0.0,65.48,68.73,61.84
2001,203807,0.59,0.97,0.68,28.77,43.3,9.96
2003,113860,0.65,0.14,0.3,60.18,62.53,44.8
2008,249782,0.61,0.99,0.2,19.85,28.42,5.0
2002,243955,0.54,0.18,0.82,36.46,32.8,5.0
2006,197898,0.15,0.83,0.48,39.21,51.19,15.97
2022,107985,0.38,0.8,0.27,64.54,69.76,49.35
2017,228697,0.69,0.35,0.32,29.72,34.78,5.0
2015,90778,0.08,0.85,0.34,57.34,74.98,55.9
2008,5909,0.52,0.54,0.68,90.99,87.56,86.61
2018,106028,0.09,0.97,0.61,49.73,70.68,41.04
2008,82194,0.38,0.43,0.69,61.17,72.92,56.91
2022,22624,0.97,0.3,0.75,83.95,77.91,75.59
2001,183737,0.14,0.26,0.86,48.67,63.54,5.0
2017,72004,0.43,0.81,0.07,69.29,72.46,64.53
2010,195154,0.07,0.24,0.3,38.7,47.54,20.68
2009,122877,0.43,0.54,0.61,54.63,64.01,45.46
2000,149244,0.72,0.12,0.43,60.6,51.03,29.05
2003,218367,0.91,0.87,1.0,22.33,34.64,5.0
2014,229486,0.11,0.79,0.85,25.78,43.1,5.0
2016,10227,0.66,0.86,0.56,89.53,83.85,86.27
2020,189273,0.4,0.48,0.74,47.04,57.15,13.54
2019,222650,0.22,0.16,0.67,36.48,43.58,5.0
2018,107843,0.71,0.79,0.19,52.57,63.09,46.36
2013,243419,0.91,0.99,0.76,14.49,22.36,5.0
2018,216049,0.55,0.76,0.21,31.32,25.99,12.6
2019,159658,0.33,0.03,0.66,52.01,57.79,23.07
2007,10835,0.52,0.84,0.38,80.47,97.22,93.74
2010,170306,0.83,0.9,0.84,37.11,32.77,19.9
2020,194654,0.28,0.06,0.07,45.87,45.93,19.99
2021,154739,0.3,0.32,0.7,49.49,59.86,28.5
2004,36395,0.96,0.59,0.09,78.41,71.32,84.91
2010,246451,0.22,0.21,0.97,27.43,40.73,5.0
2011,111291,0.13,0.75,0.01,51.01,76.96,55.31
2002,213364,0.33,0.67,0.1,27.24,46.73,11.86
2015,149281,0.38,0.63,0.56,56.4,62.6,30.75
2023,225937,0.85,0.7,0.01,23.95,30.67,14.59
2020,84826,0.21,0.79,0.29,63.74,81.14,64.01
2006,74829,0.79,0.31,0.2,78.43,71.88,62.05
2008,106144,0.72,0.04,0.6,72.29,69.06,41.76
2019,49758,0.34,0.62,0.93,86.78,77.47,58.54
2019,9096,0.89,0.75,0.24,89.5,88.86,87.15
2004,229189,0.01,0.84,0.99,21.37,43.89,5.0
2013,60644,0.48,0.32,0.17,81.89,73.56,72.13
2014,86246,0.86,0.13,0.73,81.33,59.3,55.63
2023,52242,0.66,0.26,0.4,80.59,82.43,74.54
2023,78726,0.26,0.7,0.55,64.48,75.48,59.64
2024,35686,0.23,0.93,0.33,76.86,85.41,74.28
2015,82369,0.87,0.02,0.03,75.94,66.92,64.41
2002,190107,0.94,0.61,0.37,39.46,36.68,11.26
2006,41235,0.17,0.64,0.46,68.75,85.81,78.59
2001,204011,0.1,0.58,0.97,37.42,46.01,5.0
2015,88798,0.61,0.98,0.11,61.49,67.77,61.97
2008,45104,0.96,0.0,0.71,82.32,76.73,69.88
2017,106539,0.93,0.86,0.4,56.53,58.23,53.24
2015,80802,0.61,0.17,0.54,78.64,74.78,61.71
2007,176482,0.83,0.54,0.06,42.89,39.57,33.6
2010,135016,0.1,0.11,0.31,69.36,62.26,38.3
2005,68568,0.64,0.56,0.68,74.97,74.51,58.03
2020,58975,0.88,0.39,0.1,80.0,73.83,73.31
2023,191786,0.2,0.39,0.73,44.81,49.33,8.1
2012,4952,0.38,0.23,0.32,100.0,91.67,84.43
2005,16004,0.58,0.5,0.34,90.49,91.18,90.41
2007,180012,0.57,0.42,0.59,39.6,41.94,15.19
2016,196189,0.52,0.26,0.29,44.96,49.79,18.23
2022,192630,0.29,0.66,0.42,24.38,52.04,8.38
2009,87517,0.39,0.43,0.65,68.79,67.21,50.38
2022,140032,0.96,0.88,0.59,47.94,42.68,25.25
2005,231154,0.36,0.57,0.0,26.18,37.82,9.4
2024,116702,0.39,0.5,0.81,64.03,62.83,32.12
2013,164955,0.22,0.15,0.88,56.74,51.61,14.26
2017,213000,0.84,0.98,0.52,25.22,36.97,5.0
2011,127660,0.72,0.67,0.83,48.78,58.4,38.71
2018,54163,0.45,0.52,0.43,74.47,85.19,74.7
2016,116061,0.85,0.58,0.8,50.95,63.85,32.36
2021,36535,0.96,0.2,0.66,78.14,76.52,70.71
2008,189190,0.41,0.7,0.52,37.79,46.91,20.75
2009,121489,0.71,0.1,0.21,61.36,58.28,44.62
2016,149812,0.94,0.96,0.06,40.3,50.58,32.86
2011,187899,0.98,0.23,0.34,44.74,47.1,5.0
2004,81181,0.06,0.63,0.57,63.17,82.63,46.76
2024,56289,0.54,0.75,0.68,82.93,76.46,65.18
2002,129028,0.41,0.99,0.61,50.84,70.37,30.87
2005,161573,0.07,0.49,0.77,45.16,58.33,17.51
2014,224855,0.08,0.33,0.23,17.48,48.51,7.41
2001,12431,0.23,0.23,0.56,94.53,99.99,83.4
2010,202367,0.23,0.48,0.43,36.54,42.19,5.0
2018,229376,0.71,0.91,0.79,29.1,32.66,5.0
2015,145080,0.27,0.15,0.83,57.75,57.24,28.57
2014,138546,0.24,0.74,0.48,54.22,61.01,38.23
2021,166466,0.4,0.49,0.26,41.12,53.76,30.32
2008,37512,0.71,0.75,0.1,81.16,75.7,90.38
2008,155447,0.04,0.27,0.2,52.08,64.51,27.23
2014,167020,0.66,0.67,0.79,36.98,43.73,18.78
2004,127932,0.29,0.25,0.88,58.3,68.02,33.88
2004,179189,0.74,0.4,0.31,35.96,33.7,30.54
2004,73217,0.1,0.51,0.92,73.83,76.98,46.95
2019,101406,0.29,0.13,0.92,70.1,73.21,42.6
2023,229181,0.12,0.99,0.05,16.45,41.39,5.0
2014,151999,0.84,1.0,0.36,39.45,46.42,31.32
2011,25760,0.76,0.39,0.28,83.81,87.44,83.6
2015,70214,0.3,0.43,0.44,74.58,73.79,67.85
2016,187993,0.65,0.99,0.84,30.24,52.01,5.0
2024,180109,0.55,0.05,0.23,51.57,39.79,21.45
2010,114596,0.66,0.86,0.38,54.71,50.56,53.33
2020,195506,0.27,0.89,0.5,29.58,51.56,9.07
2015,245781,0.04,0.8,0.67,18.53,40.43,5.0
2004,156403,0.93,0.79,0.69,37.96,44.2,24.47
2003,203257,0.24,0.13,0.66,38.16,45.87,6.15
2008,21639,0.2,0.62,0.54,84.41,98.37,88.79
2010,180515,0.54,0.74,0.81,25.6,42.09,7.35
2003,126582,0.23,0.03,0.72,65.06,59.69,36.73
2018,12783,0.58,0.95,0.33,81.4,86.88,89.55
2004,44803,0.8,0.17,0.65,77.92,84.41,67.41
2020,113007,0.23,0.05,0.42,69.31,68.26,47.37
2022,197709,0.46,0.42,0.2,23.5,36.71,22.2
2021,104052,0.53,0.3,0.33,70.03,73.81,46.25
2010,141147,0.11,0.38,0.81,49.76,59.28,33.16
2018,152005,0.97,0.28,0.66,52.13,45.86,29.67
2004,119231,0.75,0.55,0.3,54.4,56.45,46.59
2000,187597,0.27,0.36,0.84,32.43,46.81,7.49
2022,239948,0.19,1.0,0.21,11.18,41.38,5.0
2020,98845,0.09,0.49,0.93,68.01,70.04,36.25
2005,150442,0.76,0.63,0.76,48.58,42.0,12.87
2017,186763,0.15,0.03,0.12,39.63,45.63,19.85
2020,156183,0.44,0.43,0.43,53.71,54.96,25.03
2011,209210,0.84,0.12,0.91,40.57,31.28,5.0
2021,233886,0.86,0.23,0.67,34.53,29.72,5.0
2000,81405,0.35,0.21,0.36,65.27,74.0,58.93
2007,92495,0.64,0.74,0.29,75.01,62.3,62.6
2008,92891,0.33,0.1,0.79,68.35,84.1,42.59
2020,131334,0.7,0.37,0.75,59.58,55.78,26.7
2012,149071,0.99,0.07,0.92,57.07,44.79,18.26
2010,93664,0.37,0.06,0.31,71.94,72.32,63.09
2003,158686,0.75,0.21,0.14,48.93,39.33,36.67
2017,149075,0.83,0.98,0.7,34.52,51.89,29.13
2002,176935,0.8,0.38,0.51,43.08,36.94,25.47
2022,215871,0.89,0.29,0.85,36.24,30.75,5.0
2012,15321,0.98,0.86,0.98,77.53,87.27,75.22
2000,95545,0.98,0.15,0.68,75.64,62.24,42.78
2013,180262,0.08,0.58,0.57,44.72,57.19,19.29
2009,8423,0.72,0.8,0.56,82.92,87.54,81.57
2001,3427,0.74,0.05,0.4,98.47,88.66,86.55
2016,69238,0.03,0.77,1.0,71.42,90.21,60.95
2006,154937,0.28,0.46,0.03,49.93,58.32,35.19
2004,130503,0.77,0.05,0.76,57.29,52.52,28.64
2009,66904,0.03,0.82,0.82,70.94,87.67,60.29
2012,106585,0.07,0.96,0.21,55.23,77.79,44.48
2023,45652,0.87,0.06,0.38,84.84,68.43,65.35
2009,25341,0.09,0.33,0.56,89.63,84.25,76.08
2022,47638,0.53,0.5,0.67,74.28,72.57,68.52
2024,106047,0.81,0.62,0.81,61.98,59.18,49.81
2009,203487,0.51,0.86,0.58,26.97,39.81,8.09
2019,33211,1.0,0.79,0.74,76.04,74.14,75.34
2008,179727,0.03,0.45,0.08,44.44,54.68,24.05
2020,60376,0.47,0.11,0.43,84.01,83.63,70.77
2017,202053,0.22,0.48,0.85,37.98,49.86,5.0
2012,234500,0.64,0.68,0.22,12.97,33.89,6.28
2024,1560,0.9,0.2,0.16,97.51,87.06,100.0
2018,151633,0.8,0.63,0.48,42.06,54.07,21.99
2018,152398,0.25,0.36,0.2,53.99,62.19,36.3
2019,59586,0.42,0.92,0.13,63.2,76.15,76.26
2004,106667,0.47,0.57,0.63,59.01,63.81,50.24
2004,246399,0.7,0.71,0.42,17.53,23.06,5.0
2014,74749,0.1,0.24,0.46,67.05,72.41,55.49
2013,170667,0.86,0.91,0.86,38.07,41.79,18.34
2004,120964,0.67,0.99,0.9,36.38,62.43,32.71
2007,155353,0.4,0.75,0.67,50.01,48.89,23.31
2013,70275,0.39,0.5,0.5,75.35,69.02,56.36
2019,163218,0.99,0.0,0.46,53.24,53.52,30.72
2012,139487,0.91,0.77,0.14,50.87,44.19,40.97
2017,228780,0.55,0.45,0.32,31.31,24.67,5.0
2014,160993,0.86,0.47,0.9,49.28,42.98,22.9
2000,35868,0.09,0.63,0.73,82.55,90.35,70.58
2005,134573,0.11,0.55,0.87,48.45,64.99,19.24
2017,20460,0.28,0.95,0.27,91.02,93.7,74.29
2007,60684,0.7,0.65,0.24,74.76,69.41,72.72
2011,206659,0.02,0.76,0.24,29.47,43.95,6.38
2002,219762,0.07,0.1,0.1,32.41,47.78,12.43
2004,163266,0.3,0.27,0.11,49.2,48.72,32.81
2009,84771,0.42,0.41,0.62,72.38,78.56,56.03
2021,143261,0.65,0.56,0.7,57.16,59.69,30.33
2000,20418,0.57,0.16,0.47,92.49,83.74,81.89
2009,246107,0.35,0.96,0.14,11.9,32.89,5.0
2011,138981,0.95,0.74,0.3,47.8,50.75,26.18
2006,25884,0.17,0.68,0.53,79.67,93.05,80.72
2008,16269,0.09,0.03,0.77,100.0,86.46,76.51
2014,175962,0.72,0.2,0.48,49.63,44.23,23.03
2015,235456,0.01,0.1,0.17,33.98,40.51,6.55
2023,146578,0.44,0.32,0.45,51.79,64.67,24.18
2014,40359,0.32,0.22,0.32,86.61,81.05,72.45
2011,99861,0.26,0.78,0.45,61.47,76.14,47.75
2003,237076,0.94,0.74,0.33,22.35,36.4,5.32
2006,216293,0.17,0.75,0.8,21.44,46.73,5.0
2007,116512,0.19,0.61,0.41,53.1,74.11,51.69
2012,188840,0.28,0.88,0.24,27.83,53.14,27.27
2018,103853,0.75,0.78,0.73,63.99,54.2,45.06
2016,238702,0.65,0.14,0.23,31.99,37.11,5.0
2005,190377,0.07,0.09,0.32,44.08,57.14,22.45
2024,156674,0.4,0.84,0.84,48.04,59.86,23.09
2013,103279,0.61,0.47,0.64,67.47,62.48,50.59
2002,240145,0.5,0.17,0.95,30.01,26.91,5.0
2016,177261,0.68,0.57,0.88,46.74,47.73,21.65
2018,147669,0.55,0.32,0.67,49.92,48.62,24.94
2007,108142,0.3,0.26,0.08,71.16,67.83,53.89
2023,125200,0.28,0.89,0.66,43.8,69.85,37.81
2019,227771,0.6,0.96,0.57,26.0,37.77,5.0
2012,119750,0.52,0.64,0.1,59.92,60.16,49.1
2007,183962,0.61,0.14,0.82,50.18,42.98,5.0
2002,195092,0.62,0.51,0.14,34.21,42.61,24.13
2016,145134,0.95,0.47,0.47,40.68,53.39,35.18
2003,247666,0.44,0.54,0.21,20.4,26.53,5.0
2003,144823,0.05,0.23,0.01,56.33,64.57,57.27
2009,113739,0.69,0.49,0.74,60.36,62.24,44.61
2005,60508,0.1,0.81,0.08,68.57,86.31,70.68
2013,242223,0.87,0.87,0.75,21.09,32.1,5.0
2010,123130,0.64,0.82,0.81,53.66,60.5,34.61
2005,180032,0.2,0.69,0.42,34.1,59.34,19.96
2019,184671,0.07,0.8,0.06,42.18,50.9,33.23
2021,21494,0.89,0.45,0.03,92.1,79.65,93.68
2017,180058,0.02,0.75,0.82,40.69,57.47,19.22
2000,247429,0.9,0.49,0.71,17.24,15.49,5.0
2011,248008,0.95,0.84,0.42,16.21,26.32,5.0
2010,40681,0.48,0.45,0.66,87.5,75.16,71.05
2006,153073,0.63,0.83,0.15,41.27,58.08,37.07
2002,63608,0.66,0.89,0.67,76.26,78.28,55.63
2012,76047,0.75,0.15,0.25,73.28,66.69,69.23
2000,143036,0.85,0.3,0.47,58.59,64.78,37.89
2001,197897,0.93,0.88,0.56,27.21,37.13,16.23
2020,188958,0.07,0.68,0.43,33.83,61.92,12.98
2013,141806,0.16,0.36,0.09,46.58,68.17,40.21
2015,247789,0.77,0.63,0.46,27.19,34.07,5.0
2002,155135,0.18,0.12,0.61,55.17,52.91,25.08
2012,186960,0.32,0.19,0.24,45.24,45.35,10.26
2014,162090,0.23,0.85,0.86,42.89,48.27,22.75
2023,101921,0.28,0.22,0.8,67.19,68.68,41.02
2011,51523,0.98,0.25,0.18,77.95,72.92,76.92
2010,99881,0.5,0.53,0.52,61.17,65.96,55.65
2004,98733,0.38,0.09,0.45,72.04,74.97,52.83
2012,38830,0.1,0.76,0.08,84.34,89.47,83.69
2019,146807,0.15,0.06,0.13,54.18,55.45,48.49
2009,35054,0.56,0.25,0.88,80.8,85.02,63.44
2018,237735,0.62,0.01,0.04,35.32,31.1,5.0
2015,60535,0.89,0.17,0.98,82.7,70.12,47.16
2015,204772,0.28,0.27,0.37,39.49,43.53,16.75
2006,199733,0.18,0.19,0.02,26.33,48.65,20.52
2022,142538,0.28,0.56,0.52,51.46,67.1,31.35
2006,194035,0.61,0.41,0.5,42.58,29.62,17.14
2017,13923,0.34,0.14,0.48,98.63,85.47,78.83
2020,210982,0.71,0.93,0.59,22.04,43.37,10.24
2022,138272,0.1,0.13,0.46,57.96,70.11,36.23
2002,182739,0.29,0.64,0.73,28.81,46.01,11.24
2004,167765,0.27,0.83,0.82,45.27,61.42,23.05
2000,132566,0.5,0.13,0.24,58.74,56.99,39.49
2017,17957,0.43,0.32,0.82,96.05,91.62,66.23
2018,9670,0.22,0.6,0.23,84.52,99.53,94.8
2003,184987,0.47,0.31,0.76,39.74,42.16,10.89
2002,199974,0.64,0.22,0.41,42.23,48.76,12.81
2006,138999,0.52,0.09,0.67,56.23,57.09,38.18
2008,85595,0.44,0.01,0.91,74.73,79.53,50.91
2000,229049,0.77,0.41,0.49,28.89,31.96,5.0
2012,135093,0.75,0.68,0.5,53.02,46.97,37.27
2015,233723,0.19,0.5,0.07,29.27,41.73,5.0
2006,56035,0.62,0.64,0.13,75.72,77.96,75.64
2003,158866,0.87,0.41,0.25,56.17,47.07,33.59
2004,87824,0.74,0.25,0.1,69.21,70.76,59.9
2001,74013,0.6,0.78,0.93,58.45,64.77,54.37
2014,20424,0.46,0.97,0.92,80.72,78.9,74.1
2017,249792,0.48,0.65,0.97,20.26,24.72,5.0
2007,236465,0.98,0.85,0.74,28.79,27.75,5.0
2024,166941,0.88,0.99,0.97,36.1,34.52,8.27
