year,mileage,temp_scale,habit_scale,idle_scale,bat_wellness,alt_wellness,sta_wellness
2010,154386,0.19,0.18,0.56,16.58,54.54,50.41
2019,114488,0.12,0.66,0.1,61.2,68.86,69.65
2021,46197,0.04,0.46,0.38,72.42,76.99,74.47
2011,224325,0.27,0.03,0.96,5.0,21.93,49.37
2014,210984,0.31,0.13,0.28,29.36,39.15,59.62
2017,9709,0.06,0.25,0.66,52.1,90.4,74.19
2015,176008,0.87,0.42,0.79,25.91,35.1,50.04
2013,130248,0.95,0.43,0.16,16.02,50.66,44.82
2010,248251,0.63,0.15,0.54,5.0,29.81,38.92
2012,103568,0.32,0.18,0.96,20.93,51.46,55.39
2000,103979,0.85,0.5,0.61,5.0,49.07,26.55
2018,47282,0.33,0.63,0.04,57.39,79.49,67.07
2010,190798,0.33,0.73,0.41,8.83,43.01,40.92
2019,47671,0.84,0.84,0.33,40.73,74.39,61.43
2021,72213,0.84,0.84,0.04,50.63,66.77,64.59
2023,39237,0.12,0.09,0.72,72.87,80.28,83.24
2014,45783,0.23,0.79,0.7,30.78,67.91,54.4
2024,222892,0.71,0.09,0.46,63.15,30.62,79.24
2023,222988,0.72,0.08,0.12,60.88,36.99,68.63
2018,45007,0.51,0.21,0.75,46.48,64.01,84.13
2022,249513,0.91,0.75,0.65,50.13,14.42,62.0
2000,79438,0.38,0.12,0.71,5.0,61.5,29.6
2012,37029,0.8,0.97,0.66,16.97,71.82,43.65
2022,36860,0.66,0.77,0.32,58.01,71.74,78.47
2000,73917,0.52,0.91,0.4,5.0,68.4,20.26
2018,210522,0.81,0.58,0.85,34.22,27.5,58.44
2010,137915,0.9,0.56,0.86,6.53,41.02,34.32
2001,241560,0.49,0.89,0.82,5.0,20.93,7.63
2002,88521,0.6,0.84,0.18,5.0,70.33,33.04
2000,206534,0.57,0.98,0.35,5.0,29.53,8.83
2003,167482,0.02,0.01,0.86,5.0,45.07,33.59
2006,234210,0.65,0.82,0.73,5.0,22.37,13.19
2023,187508,0.08,0.43,0.62,77.95,37.19,64.49
2008,148526,0.39,0.56,0.35,5.0,57.72,47.55
2007,237360,0.13,0.51,0.84,5.0,30.09,43.79
2012,143975,0.91,0.06,0.49,7.87,43.44,56.11
2010,221716,0.56,0.23,0.98,5.0,21.44,40.96
2015,179762,0.47,0.95,0.71,30.94,43.07,45.27
2002,161002,0.88,0.1,0.17,5.0,49.98,23.81
2001,53693,0.83,0.8,0.58,5.0,66.59,20.64
2012,194279,0.95,0.63,0.69,7.11,24.53,46.2
2024,62802,0.39,0.64,0.82,83.52,66.8,70.86
2014,104868,0.77,0.07,0.2,17.56,61.65,51.75
2003,160653,0.15,0.75,0.92,5.0,41.13,15.91
2011,79332,0.85,0.22,0.77,5.0,63.11,48.83
2015,96107,0.07,0.35,0.08,34.27,77.16,63.0
2007,246773,0.69,0.48,0.6,5.0,18.36,30.85
2002,93029,0.68,0.12,0.55,5.0,60.68,40.49
2007,228653,0.7,0.79,0.4,5.0,34.05,27.05
2006,29863,0.76,0.5,0.67,5.0,79.27,39.24
2001,58913,0.89,0.33,0.75,5.0,67.61,26.73
2006,96717,0.82,0.54,0.99,5.0,55.44,27.04
2008,165437,0.42,0.77,0.05,5.0,48.94,37.71
2003,16611,0.89,0.82,0.23,5.0,80.31,26.88
2008,7488,0.4,0.22,0.21,5.0,94.31,54.9
2008,119503,0.27,0.4,0.62,5.0,55.89,38.47
2024,222944,0.03,0.92,0.48,83.01,38.4,70.53
2024,164599,0.33,0.88,0.67,75.01,46.12,67.5
2010,32356,0.5,0.03,0.48,6.75,76.8,59.17
2018,143657,0.86,0.1,0.66,32.99,43.74,69.94
2014,168558,0.36,0.73,0.57,21.5,41.54,42.69
2016,138790,0.62,0.91,0.78,33.27,50.51,51.81
2018,204175,0.75,0.4,0.05,27.88,41.03,56.6
2019,230093,0.54,0.84,0.63,50.06,31.56,53.45
2016,59068,0.8,0.34,0.57,27.35,72.99,65.62
2015,246733,0.59,0.23,0.99,14.94,16.94,51.7
2010,136164,0.97,0.85,0.82,5.0,39.85,34.16
2005,25506,0.4,0.21,0.39,5.0,78.9,44.55
2005,193031,0.24,0.71,0.33,5.0,52.78,19.71
2000,193355,0.21,0.66,0.68,5.0,37.78,18.5
2008,225177,0.77,0.25,0.99,5.0,8.98,33.37
2019,45858,0.19,0.6,0.8,54.61,74.49,64.58
2001,138909,0.97,0.99,0.72,5.0,48.35,15.56
2003,240531,0.92,0.7,0.5,5.0,11.26,18.72
2009,74566,0.14,0.78,0.53,8.19,71.7,39.91
2019,151990,0.38,0.51,0.56,53.83,51.85,62.17
2016,218570,0.97,0.26,0.49,24.89,28.93,50.62
2006,228788,0.81,0.28,0.19,5.0,30.62,26.81
2001,29123,0.1,0.9,0.56,5.0,81.49,32.54
2012,155037,0.44,0.45,0.6,18.99,59.83,42.05
2001,68245,0.36,0.61,0.12,5.0,75.23,20.87
2011,245527,0.96,0.18,0.08,5.0,23.75,43.24
2009,59020,0.34,0.86,0.21,14.0,83.49,51.05
2009,3530,0.22,0.92,0.65,5.0,88.1,46.96
2002,66269,0.77,0.57,0.86,5.0,58.07,19.72
2002,94530,0.78,0.27,0.48,5.0,57.56,25.78
2008,46833,0.01,0.76,0.82,5.02,79.89,45.58
2019,196030,0.39,0.72,0.35,44.05,38.3,51.84
2007,206400,0.46,0.14,0.09,5.0,40.99,33.83
2012,102670,0.46,0.18,0.12,6.11,65.41,55.06
2002,223448,0.77,0.46,0.47,5.0,23.82,15.48
2023,70222,0.64,0.47,0.09,71.98,76.09,85.99
2018,72059,0.4,0.46,0.48,48.18,65.09,73.36
2020,47225,0.12,0.75,0.98,65.68,68.74,73.19
2008,24346,0.48,0.62,0.16,10.04,78.74,40.46
2014,199793,0.9,0.45,0.75,19.88,38.64,51.76
2006,241857,0.25,0.63,0.15,5.0,32.71,20.84
2004,117268,0.93,0.89,0.44,5.0,52.91,19.84
2008,153150,0.56,0.94,0.53,5.0,47.3,36.92
2002,69277,0.4,0.55,0.2,5.0,76.45,29.32
2017,142296,0.22,0.42,0.86,41.79,45.6,62.67
2020,185368,0.42,0.55,0.53,60.21,41.32,66.73
2003,123774,0.75,0.76,0.39,5.0,37.27,22.63
2017,70155,0.61,0.97,0.87,46.56,57.5,59.67
2000,227705,0.98,0.96,0.37,5.0,29.0,5.0
2004,242813,0.74,0.81,0.13,5.0,21.92,17.48
2016,180458,0.35,0.04,0.74,32.57,40.77,60.7
2023,112890,0.72,0.37,0.68,67.78,55.37,84.55
2011,246059,0.65,0.85,0.67,7.72,22.41,29.91
2008,245503,0.2,0.09,0.21,5.0,33.11,27.22
2015,195146,0.46,0.97,0.16,33.26,42.96,33.44
2022,73990,0.63,0.25,0.26,62.97,66.61,84.23
2009,127922,0.37,0.38,0.2,5.0,57.46,49.53
2022,106238,0.36,0.52,0.54,77.83,59.6,73.9
2001,128330,0.91,0.3,0.44,5.0,49.68,20.38
2007,152749,0.71,0.01,0.82,5.0,43.21,43.22
2020,9611,0.51,0.07,0.02,65.14,6.75,80.82
2009,10318,0.15,0.08,0.21,5.0,86.05,46.85
2001,113771,0.7,0.57,0.42,5.0,61.41,32.53
2018,108426,0.69,0.19,0.69,48.41,60.9,64.22
2006,13015,0.21,0.36,0.84,5.0,85.86,36.93
2024,120654,0.03,0.59,0.02,84.34,70.78,73.39
2011,101577,0.54,0.04,0.61,10.93,57.76,55.57
2017,118492,0.33,0.46,0.06,44.26,71.53,71.13
2010,162603,0.05,0.88,0.28,13.44,54.68,34.97
2001,188705,0.16,0.22,0.25,5.0,45.08,27.31
2017,79740,0.3,0.49,0.39,45.37,72.11,57.18
2002,26725,0.66,0.87,0.33,5.0,78.1,19.96
2017,34803,0.2,0.95,0.07,45.01,98.9,60.6
2009,177577,0.78,0.5,0.31,5.0,37.9,40.13
2015,196674,0.79,0.36,0.39,23.41,30.3,55.04
2024,82799,0.9,0.13,0.69,65.65,65.6,99.92
2022,123120,0.08,0.73,0.47,80.45,65.38,75.46
2001,70856,0.17,0.55,0.23,5.0,90.39,27.84
2002,15760,0.55,0.02,0.47,5.0,79.89,38.09
2011,66519,0.74,0.76,0.32,14.92,73.76,52.96
2016,55012,0.29,0.37,0.81,45.11,60.87,59.07
2021,118330,0.96,0.38,0.92,47.03,59.04,80.88
2015,95634,0.05,0.53,0.64,30.63,77.17,48.22
2010,42046,0.55,0.26,0.93,5.0,72.78,56.25
2013,88009,0.82,0.14,0.33,19.55,68.08,60.19
2016,30558,0.7,0.07,0.62,26.09,80.22,73.37
2003,173977,0.58,0.28,0.37,5.0,44.8,18.83
2003,170812,0.51,0.23,0.62,5.0,37.69,34.13
2017,39105,0.58,0.15,0.15,38.43,83.02,82.27
2024,112540,0.61,0.32,0.45,66.29,70.63,96.18
2019,6306,0.11,0.19,0.24,60.64,94.54,77.62
2018,3051,0.82,0.14,0.96,46.05,72.82,77.53
2023,94864,0.71,0.86,0.45,69.47,60.24,79.01
2010,245680,0.01,0.08,0.64,8.1,34.41,44.97
2016,94076,0.84,0.22,0.74,23.49,63.01,65.04
2019,180751,0.92,0.75,0.66,44.48,35.1,63.74
2003,154475,0.3,0.55,0.84,5.0,49.03,30.01
2023,196465,0.81,0.68,0.13,52.49,36.84,80.88
2016,4823,0.5,0.99,0.18,35.68,95.28,65.74
2009,105657,0.94,0.33,0.01,5.0,66.64,40.42
2008,11726,0.51,0.79,0.32,5.0,88.03,43.35
2007,86831,0.32,0.11,0.06,5.0,93.75,44.43
2013,99463,0.06,0.65,0.62,32.06,58.41,58.0
2006,19808,0.08,0.08,0.59,5.0,84.23,45.45
2022,241407,0.29,0.5,0.14,66.45,38.42,69.45
2015,41960,0.43,0.28,0.75,31.02,78.38,66.55
2002,68586,0.95,0.41,0.2,5.0,61.29,29.04
2000,77078,0.24,0.13,0.56,5.0,83.76,22.49
2013,194735,0.03,0.03,0.06,28.7,48.78,62.53
2004,166114,0.39,0.61,0.1,5.0,47.37,26.82
2007,122538,0.26,0.74,1.0,6.56,53.47,17.33
2017,20382,0.37,0.05,0.24,45.19,88.38,84.64
2004,79566,0.13,0.09,0.29,5.0,73.57,47.8
2022,79236,0.01,0.49,0.93,74.23,7.13,82.2
2010,111930,0.22,1.0,0.07,16.31,67.23,32.55
2004,107985,0.88,0.24,0.64,5.0,51.91,30.22
2019,26377,0.39,0.46,0.12,52.63,90.88,73.68
2006,222274,0.36,0.88,0.16,5.0,33.27,23.69
2005,26611,0.04,0.25,0.66,5.0,88.86,46.01
2017,210397,0.56,0.8,0.7,33.73,30.14,58.68
2006,24627,0.69,0.52,0.42,5.0,84.16,44.51
2019,17488,0.16,0.34,0.16,61.25,92.23,79.29
2024,238093,0.9,0.03,0.73,66.1,22.15,80.2
2021,209623,0.27,0.48,0.38,59.71,46.56,61.63
2022,68142,0.19,0.88,0.18,82.42,79.07,66.27
2013,17081,0.9,0.97,0.4,14.93,84.16,52.53
2014,164312,0.79,0.91,0.72,16.07,42.19,43.15
2015,89657,0.13,0.92,0.91,29.47,65.49,55.86
2015,124893,0.78,0.28,0.5,12.01,60.48,60.26
2011,104959,0.16,0.94,0.3,23.78,75.63,36.77
2016,58359,0.45,0.98,0.07,46.37,80.28,56.25
2001,17750,0.61,0.71,0.91,5.0,70.98,25.02
2001,192507,0.36,0.37,0.32,5.0,34.83,17.83
2001,128972,0.75,0.79,0.38,5.0,54.21,17.24
2009,151800,0.33,0.73,0.67,11.27,43.45,44.55
2013,35263,0.27,0.54,0.35,24.75,88.41,50.19
2002,77396,0.19,0.19,0.84,5.0,71.42,38.03
2017,104471,0.0,0.94,0.18,45.21,75.59,60.23
2019,70949,0.5,0.09,0.44,47.01,71.69,75.3
2020,219375,0.64,0.95,0.81,40.75,22.83,56.69
2020,97415,0.94,0.94,0.06,50.7,57.82,63.1
2002,189607,0.11,0.83,0.22,5.0,47.88,13.25
2022,182546,0.18,0.15,0.48,66.4,48.06,68.45
2020,40638,0.06,0.77,0.78,71.19,72.46,75.61
2011,174005,0.46,0.25,0.12,11.22,50.64,53.45
2011,63422,0.9,0.06,0.58,9.67,68.21,59.73
2013,17348,0.3,0.01,0.13,35.55,84.06,61.15
2004,248068,0.28,0.94,0.87,5.0,16.79,22.08
2005,153109,0.38,0.52,0.02,5.0,57.84,30.14
2018,176799,0.96,0.24,0.52,41.09,45.28,65.49
2000,141696,0.95,0.04,0.55,5.0,50.52,20.23
2002,108912,0.52,0.76,0.37,5.0,70.47,20.0
2014,202271,0.24,0.42,0.54,25.63,30.53,56.08
2021,12568,0.95,0.12,0.47,61.88,75.87,81.75
2021,23562,0.88,0.58,0.71,55.15,79.48,86.27
2011,192778,0.12,0.06,0.99,12.64,39.03,52.74
2002,182165,0.25,0.94,0.88,5.0,33.54,10.0
2014,22177,0.75,0.53,0.96,25.74,80.27,68.09
2004,108794,0.38,0.56,0.88,5.0,56.83,20.87
2013,11346,0.51,0.56,0.26,37.03,97.83,53.67
2021,183162,0.7,0.0,0.16,56.51,46.53,64.6
2022,119854,0.43,0.25,0.2,60.77,60.96,72.59
2015,60029,0.75,0.75,0.72,21.78,68.04,53.34
2012,170872,0.49,0.89,0.01,16.51,50.01,38.39
2011,13598,0.65,0.33,0.47,15.43,85.27,54.34
2013,170544,0.16,0.14,0.45,27.68,50.8,55.94
2018,38762,0.81,0.17,0.06,36.33,8.25,69.55
2009,169934,0.71,0.96,0.12,5.0,32.49,33.72
2002,93526,0.84,0.73,0.86,5.0,52.93,25.15
2009,92105,0.03,0.1,0.55,8.95,76.75,46.31
2023,203061,0.27,0.88,0.19,78.29,42.92,66.91
2014,7769,0.87,0.54,0.3,16.81,76.08,73.22
2018,228535,0.28,0.58,0.57,38.77,27.54,58.15
2021,19167,0.67,0.05,0.27,66.64,73.35,74.04
2010,230278,0.26,0.28,0.33,5.68,36.61,39.05
2016,113367,0.76,0.88,0.93,35.35,52.26,57.08
2018,233777,0.18,0.09,0.0,49.12,37.63,62.68
2021,148501,0.43,0.17,0.36,54.08,52.84,70.07
2022,79655,0.01,0.91,0.56,78.05,68.53,73.78
2022,229425,0.55,0.47,0.36,61.04,32.56,66.0
2014,237114,0.12,0.67,0.62,25.58,32.17,48.92
2023,201722,0.21,0.02,0.22,71.22,43.34,79.62
2024,106151,0.5,0.18,0.79,72.77,57.62,87.12
2002,98217,0.87,0.98,0.8,5.0,59.64,19.6
2000,55006,0.93,0.07,0.7,5.0,66.6,25.53
2022,140194,0.04,0.74,0.99,73.58,48.57,76.53
2012,174817,0.67,0.94,0.38,10.61,47.7,38.63
2024,235435,0.7,0.15,0.23,64.35,40.29,72.21
2023,181252,0.7,0.45,0.0,73.81,46.89,77.23
2008,175048,0.87,0.45,0.41,5.0,38.09,36.61
2012,180983,0.25,0.7,0.86,19.19,41.58,50.95
2001,190847,0.49,0.75,0.34,5.0,39.23,12.36
2021,49127,0.84,0.79,0.63,58.07,72.75,71.9
2020,147398,0.81,0.67,0.78,43.33,41.15,54.11
2015,226701,0.15,0.95,0.01,25.72,38.14,48.46
2016,66666,0.51,0.62,0.71,33.39,69.93,64.01
2015,119136,0.87,0.43,0.89,23.28,44.35,56.59
2002,166153,0.83,0.78,0.39,5.0,41.87,12.97
2010,125839,0.64,0.19,0.02,5.0,55.42,39.2
2010,187730,0.7,0.49,0.55,5.0,39.39,42.76
2007,158024,0.15,0.13,0.82,5.0,48.42,41.83
2004,225063,0.69,0.09,0.54,5.0,31.11,36.03
2016,175582,0.25,0.31,0.36,35.33,46.11,69.09
2010,221267,0.68,0.42,0.85,5.0,31.86,49.69
2006,182398,0.98,0.04,0.55,5.0,37.69,36.59
2024,208257,0.55,0.97,0.85,78.99,34.95,62.01
2010,17067,0.96,0.77,0.18,5.0,78.56,48.78
2024,91714,0.93,0.6,0.96,64.37,48.99,80.74
2001,169596,0.27,0.69,0.14,5.0,47.59,21.31
2016,134966,0.57,0.87,0.1,24.23,59.63,49.4
2024,57800,0.13,0.43,0.72,87.64,81.75,87.15
2001,166667,0.13,0.77,0.86,5.0,40.66,6.48
2007,215861,0.01,0.33,0.93,5.0,30.23,30.45
2018,28445,0.87,0.17,0.05,42.85,76.74,71.76
2002,237966,0.18,0.89,0.93,5.0,23.24,8.72
2002,22708,0.78,0.29,0.55,5.0,74.02,29.88
2019,158628,0.4,0.35,0.47,56.45,53.71,63.95
2005,165891,0.37,0.95,0.02,5.0,51.34,20.92
2003,82511,0.98,0.79,0.63,5.0,60.94,26.93
2008,95315,0.36,0.35,0.72,7.89,67.74,44.47
2011,85492,0.26,0.71,0.14,16.29,64.21,51.87
2014,221174,0.81,0.6,0.99,13.76,31.82,45.85
2009,86565,0.36,0.95,0.16,9.01,73.97,29.87
2012,122070,0.52,0.76,0.35,12.6,54.74,39.03
2014,66538,0.24,0.08,0.88,33.5,73.71,69.51
2004,227419,0.67,0.25,0.95,5.0,15.07,19.64
2011,43913,0.73,0.08,0.27,10.59,79.37,64.15
2024,208451,0.49,0.87,0.85,71.73,27.0,60.25
2010,177646,0.52,0.93,0.42,6.88,42.15,31.17
2020,246953,0.91,0.89,0.87,45.67,18.03,51.2
2002,206317,0.01,0.65,0.86,5.0,32.57,16.47
2002,96649,0.24,0.95,0.73,5.0,64.43,19.2
2015,11958,0.49,0.04,0.59,33.42,79.72,67.89
2022,168149,0.86,0.26,0.38,57.52,48.52,71.56
2012,110086,0.38,0.82,0.53,17.76,74.33,41.55
2012,234107,0.93,0.0,0.65,5.0,17.35,43.66
2003,203436,0.81,0.5,0.05,5.0,41.16,23.49
2002,178766,0.25,0.73,0.77,5.0,32.03,9.27
2022,81549,0.45,0.65,0.55,64.21,60.98,83.64
2016,28113,0.92,0.88,0.98,32.65,68.52,53.95
2010,40365,0.76,0.86,0.58,6.14,65.36,36.87
2020,155098,0.42,0.47,0.12,55.13,56.68,74.13
2004,159540,0.99,0.82,0.44,5.0,47.37,24.36
2021,31879,0.25,0.74,0.4,72.8,84.2,72.13
2008,133746,0.14,0.08,0.89,5.0,57.38,52.75
2015,199015,0.42,0.06,0.35,19.83,43.47,64.45
2016,190029,0.04,0.67,0.66,38.04,45.73,52.89
2008,7931,0.54,0.58,0.5,5.0,84.96,45.58
2012,194133,0.6,0.89,0.65,14.58,30.11,28.88
2017,17358,0.18,0.13,0.28,43.78,90.9,75.71
2023,78524,0.11,0.57,0.99,68.82,62.28,83.03
2023,49292,0.06,0.61,0.44,77.9,77.43,80.18
2005,71446,0.15,0.6,0.4,5.0,77.31,36.85
2008,128352,0.25,0.61,0.05,5.39,70.31,38.18
2010,209819,0.1,0.17,0.58,10.01,37.12,48.64
2019,13332,0.86,0.74,0.49,44.47,79.51,72.9
2001,205895,0.32,0.92,0.04,5.0,42.54,7.64
2009,35209,0.8,0.46,0.07,5.0,84.11,43.69
2000,140032,0.43,0.37,0.51,5.0,61.61,14.08
2008,19661,0.33,0.83,0.67,5.0,81.82,43.73
2021,49760,0.28,0.96,0.78,67.86,67.0,56.79
2006,211048,0.29,0.1,0.32,5.0,30.13,23.65
2024,232482,0.81,0.71,0.96,68.91,17.87,65.75
2022,160007,0.77,0.62,0.88,55.96,38.89,63.37
2000,109073,0.12,0.84,0.52,5.0,54.39,13.69
2010,245842,0.8,0.59,0.26,5.0,22.96,30.44
2010,197332,0.49,0.02,0.6,5.17,38.76,34.09
2013,193053,0.92,0.8,0.37,17.25,30.2,52.37
2016,67524,0.46,0.63,0.18,33.59,73.61,52.51
2019,39149,0.71,0.02,0.57,47.54,76.66,78.47
2015,59950,0.78,0.83,0.63,21.24,73.15,54.93
2023,89513,0.93,0.07,0.04,71.64,61.02,94.99
2022,117047,0.92,0.27,0.41,52.35,57.5,77.33
2004,199307,0.77,0.77,0.59,5.0,37.99,23.11
2006,247761,0.26,0.03,0.5,5.0,28.7,33.25
2016,117824,0.83,0.08,0.13,37.96,59.52,67.39
2008,119276,0.39,0.91,0.05,5.0,50.7,34.56
2005,20617,0.43,0.63,0.01,5.0,99.26,38.07
2012,10216,0.6,0.78,0.19,16.39,89.56,46.03
2002,36126,0.47,0.9,0.55,5.0,77.93,17.46
2015,183323,0.26,0.38,0.84,28.76,39.65,57.48
2002,135818,0.31,0.84,0.38,5.0,59.13,11.26
2009,23553,0.19,0.13,0.89,5.0,80.12,56.94
2006,212360,0.03,0.82,0.3,5.0,39.49,18.79
2007,223874,0.76,0.11,0.72,5.0,25.05,40.34
2023,226914,0.11,0.62,0.84,60.95,28.06,72.01
2016,9923,0.53,0.87,0.65,38.55,74.93,63.9
2015,175586,0.27,0.61,0.87,30.73,47.15,46.47
2007,174191,0.17,0.72,0.08,5.0,47.53,32.93
2019,128867,0.83,0.7,0.52,40.13,44.36,56.93
2009,67968,0.15,0.07,0.9,6.39,65.81,41.02
2017,83200,0.77,0.87,0.23,34.16,68.45,60.37
2024,10840,0.95,0.15,0.88,68.05,75.12,94.76
2000,88413,0.29,0.29,0.29,5.0,69.28,24.89
2000,46856,0.42,0.65,0.46,5.0,74.43,22.39
2005,244043,0.87,0.15,0.84,5.0,17.09,30.83
2023,178272,0.46,0.75,0.17,68.05,40.26,64.66
2011,141827,0.3,0.82,0.2,5.48,47.72,43.59
2017,82674,0.64,0.67,0.1,42.09,65.7,60.92
2005,85915,0.98,0.71,0.18,5.0,66.76,29.25
2015,108809,0.99,0.79,0.59,16.99,56.81,49.65
2000,72865,0.2,0.72,0.98,5.0,69.05,29.74
2011,20505,0.66,0.15,0.75,6.82,68.35,58.41
2017,113052,0.54,0.19,0.29,41.5,55.56,67.97
2014,221037,0.6,0.87,0.5,22.4,30.69,38.36
2022,83682,0.08,0.11,0.57,76.06,65.07,84.98
2012,249605,0.59,0.59,0.02,16.29,26.26,38.15
2016,192784,0.58,0.03,0.31,36.6,39.35,58.83
2019,206087,0.87,0.4,0.97,46.91,19.23,73.46
2015,187932,0.63,0.5,0.74,26.93,29.41,49.22
2005,157686,0.13,0.24,0.09,5.0,55.82,39.44
2022,73567,0.2,0.36,0.1,70.88,77.42,81.85
2013,101136,0.57,0.85,0.99,18.17,46.83,47.07
2019,197215,0.32,0.94,0.61,54.65,51.49,51.78
2016,146009,0.08,0.23,0.43,45.78,58.46,67.68
2019,157507,0.4,0.72,0.69,42.71,42.57,58.15
2021,82543,0.7,0.04,0.84,56.45,56.51,87.89
2015,235058,0.42,0.05,0.26,23.53,29.68,53.19
2010,185517,0.52,0.38,0.67,5.0,38.64,50.92
2011,225104,0.31,0.45,0.74,5.94,21.59,41.61
2011,135058,0.5,0.44,0.25,14.03,50.84,37.67
2005,1544,0.25,0.01,0.24,5.0,94.22,45.04
2021,221501,0.18,0.69,0.83,63.76,29.42,59.95
2008,5977,0.49,0.44,0.42,9.69,95.78,43.42
2021,16263,0.07,0.22,0.85,73.68,83.56,75.9
2022,46342,0.67,0.81,0.37,68.09,67.19,75.45
2022,106679,0.68,0.81,0.27,59.33,60.2,69.48
2005,111493,0.25,0.02,0.31,5.0,72.87,40.39
2009,184152,0.84,0.99,0.02,5.0,37.89,34.89
2019,186399,0.24,0.51,0.77,53.62,34.76,66.9
2011,44290,0.53,0.92,0.52,15.32,77.94,41.36
2021,85579,0.71,0.4,0.12,61.62,68.64,71.79
2008,9482,0.55,0.63,0.56,5.0,79.07,36.6
2024,21442,0.55,0.23,0.96,78.53,74.91,95.46
2024,229613,0.79,0.53,0.14,69.4,30.45,66.23
2023,119705,0.14,0.29,0.56,76.38,63.74,75.98
2024,104877,0.05,0.77,0.81,79.27,58.49,83.37
2010,19995,0.13,0.95,0.59,11.56,77.33,33.36
2017,107977,0.32,0.16,0.47,41.58,65.93,66.09
2007,110643,0.68,0.36,0.72,5.0,46.54,43.03
2005,135382,0.99,0.69,0.14,5.0,57.16,27.84
2003,128988,0.69,0.47,0.3,5.0,55.38,20.01
2003,227198,0.74,0.5,0.39,5.0,29.74,18.76
2007,200050,0.32,0.53,0.51,5.0,44.36,31.34
2020,5527,0.24,0.77,0.99,60.18,78.03,70.24
2024,196579,0.98,0.83,0.27,64.26,38.74,83.2
2017,63099,0.84,0.22,0.52,39.85,66.05,74.11
2017,46511,0.04,0.19,0.47,56.45,75.46,74.25
2008,102447,0.34,0.47,0.91,5.0,51.27,49.01
2012,61100,0.94,0.55,0.27,5.0,60.43,57.67
2019,3649,0.98,0.38,0.39,41.29,82.4,75.37
2000,25303,0.16,0.42,0.31,5.0,86.91,31.28
2001,221849,0.22,0.37,0.18,5.0,38.03,17.92
2005,239407,0.77,0.54,0.7,5.0,26.2,12.23
2015,95619,0.28,0.8,0.39,34.0,10.95,63.39
2007,231642,0.99,0.05,0.1,5.0,23.26,31.92
2022,110368,0.56,0.49,0.31,68.25,57.35,84.91
2022,70405,0.66,0.03,0.11,65.53,73.78,84.04
2008,222724,0.79,0.94,0.34,5.0,40.28,26.56
2014,240352,0.32,0.23,0.07,19.11,30.71,52.06
2014,234986,0.41,0.27,0.66,23.18,25.85,48.44
2018,217249,0.67,0.99,0.61,31.71,34.18,49.53
2010,162294,0.49,0.39,0.74,5.0,48.49,39.37
2009,162476,0.59,0.94,0.09,5.0,62.61,30.67
2006,53526,0.13,0.9,0.86,5.0,72.51,35.74
2022,209715,0.41,0.22,0.23,59.85,39.01,74.13
2016,174682,0.5,0.25,0.36,32.3,42.62,62.13
2019,109888,0.83,0.21,0.03,33.92,58.1,70.57
2004,180152,0.01,0.53,0.17,5.0,56.94,23.52
2011,175476,0.56,0.07,0.88,7.88,36.62,46.16
2001,86757,0.47,0.84,0.07,5.0,63.42,12.42
2004,93479,0.03,0.26,0.02,5.0,76.35,36.86
2018,46806,0.77,0.35,0.34,37.11,81.59,72.74
2022,237380,0.01,0.61,0.17,63.94,33.1,63.11
2014,121753,0.97,0.42,0.38,20.35,49.54,56.3
2000,110872,0.14,0.64,0.83,5.0,55.49,21.78
2011,38750,0.17,0.6,0.72,26.24,73.12,45.03
2008,101625,0.18,0.9,0.84,5.0,58.68,29.3
2000,3017,0.47,0.93,0.62,5.0,86.71,14.73
2017,123994,0.04,0.75,0.38,50.6,62.9,59.14
2024,145014,0.76,0.74,0.32,67.64,53.87,77.01
2019,155848,0.58,0.13,0.03,41.48,45.76,70.54
2011,183860,0.96,0.15,0.07,5.0,40.25,59.16
2008,100683,0.84,0.71,0.81,5.0,53.16,32.65
2017,155869,0.94,1.0,0.5,21.9,42.93,50.02
2021,82202,0.15,0.38,0.22,63.69,68.88,73.1
2024,233553,0.2,0.94,0.42,82.29,26.89,68.93
2010,77971,0.51,0.97,0.39,9.15,62.91,47.0
2002,55781,0.86,0.84,0.7,5.0,63.2,29.48
2022,148904,0.39,0.78,0.48,65.25,49.44,76.42
2021,184004,0.96,0.55,0.18,46.9,43.06,65.23
2000,181958,0.9,0.4,0.56,5.0,23.24,12.99
2018,244741,0.58,0.71,0.85,34.36,19.43,52.8
2009,123835,0.48,0.98,0.35,5.0,64.58,32.42
2014,127575,0.69,0.06,0.66,24.27,52.75,55.41
2015,196508,0.55,0.53,0.2,31.54,48.98,56.11
2007,169121,0.53,0.44,0.75,5.0,41.17,39.7
2009,93879,0.94,0.86,0.11,5.0,60.8,47.03
2019,228300,0.83,0.39,0.67,37.02,29.86,64.07
2004,245377,0.46,0.61,0.11,5.0,27.55,14.34
2022,110884,0.47,0.53,0.81,68.19,49.26,81.99
2012,204331,0.21,0.4,0.03,15.99,39.44,51.01
2005,22281,0.82,0.15,0.18,5.0,82.16,38.66
2007,143506,0.16,0.92,0.72,5.0,48.28,34.11
2012,156782,0.23,0.89,0.36,17.95,45.6,39.06
2013,187351,0.61,0.78,0.54,14.92,38.26,43.28
2011,116765,0.47,0.65,0.66,9.18,52.65,41.98
2014,98897,0.94,0.15,0.92,20.7,48.68,56.11
2006,238941,0.43,0.83,0.67,5.0,25.3,27.36
