slno,vehicle_type,brand,model,engine_type,make_year,region,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost,Maintenance_Type,volt_fluctuation,avg_temp,avg_rpm,avg_idle,alternator_wellness,battery_wellness,starter_motor_wellness,serpentine_belt_wellness,ignition_coils_wellness,cv_axle_wellness,wheel_bearings_wellness,fuel_pump_wellness,clutch_wellness,bushings_wellness,brake_pads_wellness,radiator_wellness,water_pump_wellness,spark_plugs_wellness,o2_sensor_wellness
64,car,honda,jazz,petrol,2017,chennai,40000,40328,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4322,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.37772727272727,68.0029090909091,68.0029090909091,57.00436363636364,64.61874125874125,66.43168831168832,69.37772727272727,69.37772727272727,60.00396694214875,57.00436363636364,24.008727272727278,73.50218181818182,62.50363636363637,48.75545454545455,62.50363636363637
65,car,honda,jazz,petrol,2017,chennai,40000,40368,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4273,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.35727272727273,67.98109090909091,67.98109090909091,56.97163636363637,64.59356643356644,66.40831168831168,69.35727272727273,69.35727272727273,59.97421487603306,56.97163636363637,23.943272727272735,73.48581818181819,62.476363636363644,48.71454545454546,62.476363636363644
66,car,honda,jazz,petrol,2017,chennai,40000,39175,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4282,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.96732954545455,68.63181818181818,68.63181818181818,57.94772727272728,65.3444055944056,67.10551948051949,69.96732954545455,69.96732954545455,60.861570247933884,57.94772727272728,25.895454545454555,73.97386363636365,63.289772727272734,49.93465909090909,63.289772727272734
67,car,honda,jazz,petrol,2017,chennai,40000,40613,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4274,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.23198863636364,67.84745454545455,67.84745454545455,56.77118181818182,64.43937062937063,66.26512987012987,69.23198863636364,69.23198863636364,59.79198347107439,56.77118181818182,23.542363636363643,73.38559090909092,62.309318181818185,48.46397727272727,62.309318181818185
68,car,honda,jazz,petrol,2017,chennai,40000,40293,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4272,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.39562500000001,68.022,68.022,57.03300000000001,64.64076923076924,66.45214285714286,69.39562500000001,69.39562500000001,60.03,57.03300000000001,24.06600000000001,73.51650000000001,62.527499999999996,48.79125,62.527499999999996
69,car,honda,jazz,petrol,2017,chennai,40000,40733,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4548,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.170625,67.782,67.782,56.67300000000001,64.36384615384615,66.19500000000001,69.170625,69.170625,59.70272727272728,56.67300000000001,23.346000000000007,73.33650000000002,62.2275,48.34125000000001,62.2275
70,car,honda,jazz,petrol,2017,chennai,40000,41382,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4482,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,68.83875,67.428,67.428,56.14200000000001,63.95538461538462,65.8157142857143,68.83875,68.83875,59.22,56.14200000000001,22.284000000000013,73.07100000000001,61.785000000000004,47.677499999999995,61.785000000000004
71,car,honda,jazz,petrol,2017,chennai,40000,40289,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4372,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.39767045454546,68.02418181818182,68.02418181818182,57.036272727272745,64.64328671328673,66.45448051948053,69.39767045454546,69.39767045454546,60.032975206611574,57.036272727272745,24.072545454545466,73.51813636363637,62.53022727272728,48.79534090909091,62.53022727272728
72,car,honda,jazz,petrol,2017,chennai,40000,39236,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4273,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.93613636363636,68.59854545454546,68.59854545454546,57.89781818181818,65.30601398601398,67.06987012987014,69.93613636363636,69.93613636363636,60.81619834710744,57.89781818181818,25.79563636363637,73.94890909090908,63.24818181818181,49.87227272727273,63.24818181818181
73,car,honda,jazz,petrol,2017,chennai,40000,40722,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4373,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.17625,67.788,67.788,56.682,64.37076923076924,66.20142857142856,69.17625,69.17625,59.710909090909105,56.682,23.364000000000004,73.341,62.23500000000001,48.3525,62.23500000000001
74,car,honda,jazz,petrol,2017,chennai,40000,42232,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4874,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,68.40409090909093,66.96436363636364,66.96436363636364,55.44654545454546,63.420419580419576,65.31896103896105,68.40409090909093,68.40409090909093,58.58776859504132,55.44654545454546,20.89309090909092,72.72327272727274,61.20545454545454,46.80818181818182,61.20545454545454
75,car,honda,jazz,petrol,2017,chennai,40000,40724,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4836,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.17522727272727,67.78690909090909,67.78690909090909,56.680363636363644,64.36951048951049,66.20025974025974,69.17522727272727,69.17522727272727,59.70942148760331,56.680363636363644,23.36072727272728,73.34018181818182,62.23363636363636,48.35045454545455,62.23363636363636
76,car,honda,jazz,petrol,2017,chennai,40000,40283,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4723,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.40073863636364,68.02745454545456,68.02745454545456,57.04118181818182,64.64706293706294,66.457987012987,69.40073863636364,69.40073863636364,60.03743801652893,57.04118181818182,24.08236363636364,73.52059090909091,62.534318181818186,48.80147727272727,62.534318181818186
77,car,honda,jazz,petrol,2017,chennai,40000,39328,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4792,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.88909090909091,68.54836363636363,68.54836363636363,57.822545454545455,65.2481118881119,67.0161038961039,69.88909090909091,69.88909090909091,60.74776859504132,57.822545454545455,25.645090909090914,73.91127272727273,63.18545454545455,49.778181818181814,63.18545454545455
78,car,honda,jazz,petrol,2017,chennai,40000,41238,1,1,1,1,0,0,0,1,0,0,0,0,0,1,5292,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,68.91238636363636,67.50654545454545,67.50654545454545,56.25981818181819,64.04601398601397,65.89987012987012,68.91238636363636,68.91238636363636,59.32710743801654,56.25981818181819,22.519636363636373,73.1299090909091,61.883181818181825,47.82477272727272,61.883181818181825
79,car,honda,jazz,petrol,2017,chennai,40000,40278,1,1,1,1,0,0,0,1,0,0,0,0,0,1,5123,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.40329545454546,68.03018181818182,68.03018181818182,57.04527272727274,64.65020979020979,66.4609090909091,69.40329545454546,69.40329545454546,60.0411570247934,57.04527272727274,24.090545454545467,73.52263636363638,62.537727272727274,48.806590909090914,62.537727272727274
80,car,honda,jazz,petrol,2017,chennai,40000,40243,1,1,1,1,0,0,0,1,0,0,0,0,0,1,5163,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.42119318181818,68.04927272727272,68.04927272727272,57.0739090909091,64.67223776223776,66.48136363636364,69.42119318181818,69.42119318181818,60.06719008264463,57.0739090909091,24.147818181818195,73.53695454545456,62.56159090909091,48.842386363636365,62.56159090909091
81,car,honda,jazz,petrol,2017,chennai,50000,50234,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3312,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,64.31215909090909,62.59963636363636,62.59963636363636,48.899454545454546,58.38419580419582,60.642467532467535,64.31215909090909,64.31215909090909,52.63586776859504,48.899454545454546,7.7989090909091,69.44972727272727,55.749545454545455,38.62431818181818,55.749545454545455
82,car,honda,jazz,petrol,2017,chennai,50000,50722,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3464,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,64.06261363636365,62.333454545454536,62.333454545454536,48.50018181818182,58.077062937062934,60.35727272727273,64.06261363636365,64.06261363636365,52.27289256198348,48.50018181818182,7.0003636363636454,69.2500909090909,55.416818181818186,38.12522727272727,55.416818181818186
83,car,honda,jazz,petrol,2017,chennai,50000,50236,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3253,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,64.31113636363636,62.59854545454545,62.59854545454545,48.89781818181819,58.38293706293706,60.64129870129871,64.31113636363636,64.31113636363636,52.634380165289265,48.89781818181819,7.7956363636363735,69.4489090909091,55.74818181818182,38.62227272727273,55.74818181818182
84,car,honda,jazz,petrol,2017,chennai,50000,50673,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3323,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,64.08767045454545,62.36018181818183,62.36018181818183,48.540272727272736,58.10790209790209,60.38590909090909,64.08767045454545,64.08767045454545,52.30933884297521,48.540272727272736,7.0805454545454705,69.27013636363637,55.450227272727275,38.175340909090906,55.450227272727275
85,car,honda,jazz,petrol,2017,chennai,50000,50892,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3422,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,63.975681818181826,62.24072727272728,62.24072727272728,48.36109090909091,57.970069930069926,60.25792207792208,63.975681818181826,63.975681818181826,52.14644628099173,48.36109090909091,6.7221818181818325,69.18054545454547,55.300909090909094,37.95136363636363,55.300909090909094
86,car,honda,jazz,petrol,2017,chennai,50000,51427,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3232,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,63.70210227272726,61.94890909090909,61.94890909090909,47.923363636363646,57.63335664335665,59.94525974025975,63.70210227272726,63.70210227272726,51.748512396694224,47.923363636363646,5.84672727272728,68.96168181818182,54.93613636363637,37.40420454545454,54.93613636363637
87,car,honda,jazz,petrol,2017,chennai,50000,50237,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3136,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,64.310625,62.598,62.598,48.89700000000001,58.38230769230769,60.64071428571428,64.310625,64.310625,52.63363636363637,48.89700000000001,7.794000000000011,69.44850000000001,55.7475,38.621249999999996,55.7475
88,car,honda,jazz,petrol,2017,chennai,50000,49622,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3193,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,64.62511363636364,62.93345454545456,62.93345454545456,49.40018181818182,58.769370629370634,61.000129870129875,64.62511363636364,64.62511363636364,53.091074380165296,49.40018181818182,8.800363636363647,69.7000909090909,56.166818181818186,39.25022727272727,56.166818181818186
89,car,honda,jazz,petrol,2017,chennai,50000,49263,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3344,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,64.80869318181817,63.12927272727273,63.12927272727273,49.6939090909091,58.99531468531468,61.20993506493507,64.80869318181817,64.80869318181817,53.35809917355373,49.6939090909091,9.387818181818192,69.84695454545455,56.41159090909092,39.61738636363636,56.41159090909092
90,car,honda,jazz,petrol,2017,chennai,50000,50268,1,1,1,0,0,0,0,0,0,0,0,1,0,1,3474,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,64.29477272727273,62.58109090909091,62.58109090909091,48.87163636363637,58.3627972027972,60.6225974025974,64.29477272727273,64.29477272727273,52.6105785123967,48.87163636363637,7.743272727272742,69.43581818181819,55.72636363636364,38.58954545454546,55.72636363636364
91,car,honda,jazz,petrol,2017,chennai,50000,51452,1,1,1,0,0,0,0,0,1,0,0,1,0,1,3364,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,63.68931818181818,61.935272727272725,61.935272727272725,47.9029090909091,57.61762237762238,59.93064935064935,63.68931818181818,63.68931818181818,51.7299173553719,47.9029090909091,5.805818181818196,68.95145454545455,54.91909090909091,37.37863636363637,54.91909090909091
92,car,honda,jazz,petrol,2017,chennai,50000,50823,1,1,1,0,0,0,0,0,1,0,1,1,0,1,3231,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,64.01096590909091,62.27836363636364,62.27836363636364,48.417545454545454,58.01349650349651,60.29824675324676,64.01096590909091,64.01096590909091,52.19776859504133,48.417545454545454,6.835090909090918,69.20877272727273,55.34795454545454,38.02193181818182,55.34795454545454
93,car,honda,jazz,petrol,2017,chennai,50000,50179,1,1,1,0,0,0,0,0,1,0,1,1,0,1,3532,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,64.3402840909091,62.62963636363637,62.62963636363637,48.944454545454555,58.41881118881118,60.6746103896104,64.3402840909091,64.3402840909091,52.67677685950414,48.944454545454555,7.888909090909099,69.47222727272728,55.787045454545456,38.68056818181818,55.787045454545456
94,car,honda,jazz,petrol,2017,chennai,50000,51102,1,1,1,0,0,1,0,0,0,0,0,1,0,0,3689,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,63.86829545454546,62.12618181818182,62.12618181818182,48.18927272727274,57.83790209790211,60.13519480519481,63.86829545454546,63.86829545454546,51.990247933884305,48.18927272727274,6.378545454545468,69.09463636363637,55.15772727272728,37.736590909090914,55.15772727272728
95,car,honda,jazz,petrol,2017,chennai,50000,51324,1,1,1,0,0,1,0,0,0,0,0,1,0,0,3730,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,63.75477272727273,62.00509090909091,62.00509090909091,48.00763636363637,57.69818181818182,60.00545454545455,63.75477272727273,63.75477272727273,51.82512396694216,48.00763636363637,6.015272727272743,69.0038181818182,55.00636363636364,37.50954545454546,55.00636363636364
96,car,honda,jazz,petrol,2017,chennai,50000,50822,1,1,1,0,0,1,0,0,0,0,1,1,0,0,3647,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,64.01147727272728,62.278909090909096,62.278909090909096,48.418363636363644,58.01412587412587,60.298831168831164,64.01147727272728,64.01147727272728,52.19851239669422,48.418363636363644,6.836727272727281,69.20918181818182,55.348636363636366,38.022954545454546,55.348636363636366
97,car,honda,jazz,petrol,2017,chennai,50000,50264,1,1,1,0,1,1,0,0,1,0,0,1,0,0,4123,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,64.29681818181818,62.58327272727272,62.58327272727272,48.87490909090909,58.36531468531468,60.624935064935066,64.29681818181818,64.29681818181818,52.613553719008266,48.87490909090909,7.749818181818192,69.43745454545456,55.729090909090914,38.59363636363636,55.729090909090914
98,car,honda,jazz,petrol,2017,chennai,50000,50012,1,1,1,0,1,0,0,0,1,0,0,1,0,0,4202,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,64.42568181818181,62.720727272727274,62.720727272727274,49.08109090909091,58.52391608391609,60.77220779220779,64.42568181818181,64.42568181818181,52.800991735537195,49.08109090909091,8.162181818181834,69.54054545454545,55.900909090909096,38.85136363636364,55.900909090909096
99,car,honda,jazz,petrol,2017,chennai,50000,50272,1,1,1,0,0,0,0,1,0,0,1,1,0,0,4822,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,64.29272727272728,62.57890909090909,62.57890909090909,48.86836363636364,58.36027972027971,60.62025974025974,64.29272727272728,64.29272727272728,52.607603305785126,48.86836363636364,7.736727272727282,69.43418181818183,55.72363636363637,38.585454545454546,55.72363636363637
100,car,honda,jazz,petrol,2017,chennai,50000,50327,1,1,1,0,1,0,0,1,0,0,0,1,0,0,4037,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,64.26460227272727,62.54890909090908,62.54890909090908,48.823363636363645,58.325664335664335,60.58811688311689,64.26460227272727,64.26460227272727,52.56669421487603,48.823363636363645,7.646727272727282,69.41168181818182,55.686136363636365,38.52920454545455,55.686136363636365
101,car,honda,jazz,petrol,2017,chennai,60000,60272,1,1,1,1,0,1,0,0,1,0,1,1,0,0,6135,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,59.17909090909091,57.12436363636363,57.12436363636363,40.68654545454546,52.066573426573434,54.7761038961039,59.17909090909091,59.17909090909091,45.16958677685951,40.68654545454546,0.0,65.34327272727272,48.90545454545454,28.35818181818182,48.90545454545454
102,car,honda,jazz,petrol,2017,chennai,60000,60347,1,1,1,1,0,1,0,0,1,0,1,1,0,0,6234,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,59.14073863636364,57.08345454545455,57.08345454545455,40.62518181818183,52.019370629370634,54.732272727272736,59.14073863636364,59.14073863636364,45.11380165289257,40.62518181818183,0.0,65.31259090909091,48.85431818181818,28.281477272727273,48.85431818181818
103,car,honda,jazz,petrol,2017,chennai,60000,60322,1,1,1,1,0,1,1,0,1,0,1,1,0,0,6163,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,59.15352272727272,57.09709090909091,57.09709090909091,40.64563636363637,52.0351048951049,54.74688311688312,59.15352272727272,59.15352272727272,45.13239669421488,40.64563636363637,0.0,65.32281818181819,48.87136363636364,28.307045454545452,48.87136363636364
104,car,honda,jazz,petrol,2017,chennai,60000,60347,1,1,1,1,0,1,1,0,1,0,1,1,0,0,6237,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,59.14073863636364,57.08345454545455,57.08345454545455,40.62518181818183,52.019370629370634,54.732272727272736,59.14073863636364,59.14073863636364,45.11380165289257,40.62518181818183,0.0,65.31259090909091,48.85431818181818,28.281477272727273,48.85431818181818
105,car,honda,jazz,petrol,2017,chennai,60000,60839,1,1,1,1,0,1,1,0,1,0,1,1,0,0,6088,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,58.889147727272736,56.815090909090905,56.815090909090905,40.22263636363637,51.70972027972027,54.444740259740264,58.889147727272736,58.889147727272736,44.74785123966942,40.22263636363637,0.0,65.11131818181819,48.518863636363626,27.778295454545454,48.518863636363626
106,car,honda,jazz,petrol,2017,chennai,60000,60321,1,1,1,1,0,1,1,0,1,0,1,1,0,0,6143,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,59.1540340909091,57.09763636363636,57.09763636363636,40.646454545454546,52.03573426573426,54.747467532467525,59.1540340909091,59.1540340909091,45.13314049586777,40.646454545454546,0.0,65.32322727272727,48.87204545454546,28.308068181818182,48.87204545454546
