year,mileage,temp_scale,idle_scale,habit_scale,coolant_wellness,ignition_wellness,fuel_wellness
2000,158942,0.71,0.89,0.03,5.0,46.93,57.26
2000,72066,0.19,0.99,0.45,11.59,70.76,86.47
2010,81640,0.05,0.66,0.02,29.17,67.17,88.38
2010,126115,0.24,0.16,0.52,29.24,47.18,72.35
2003,61692,0.17,0.26,0.54,20.69,74.76,87.98
2005,78581,0.86,0.51,0.49,15.96,66.84,83.86
2010,6052,0.28,0.03,0.63,55.33,88.76,100.0
2015,28367,0.14,0.98,0.39,58.18,82.57,93.96
2021,155310,0.48,0.9,0.25,36.75,54.7,58.44
2017,148856,0.41,0.53,0.11,36.81,49.05,74.12
2005,221406,0.82,0.41,0.76,5.0,14.66,52.81
2003,30694,0.36,0.05,0.81,31.62,75.44,97.89
2005,226012,0.81,0.66,0.54,5.0,20.55,48.5
2002,66977,0.75,0.75,0.06,5.8,70.86,78.5
2004,115913,0.7,0.11,0.7,9.11,47.37,67.35
2006,153931,0.4,1.0,0.68,5.0,38.63,74.79
2008,24811,0.04,0.29,0.32,41.77,89.74,92.04
2005,140168,0.32,0.06,0.97,24.48,47.78,73.79
2015,207032,0.64,0.54,0.81,24.61,22.71,48.52
2021,69562,0.68,0.77,0.54,49.96,80.29,79.85
2010,235819,0.65,0.3,0.14,5.0,27.28,45.24
2023,76532,0.88,0.97,0.29,50.63,66.59,76.7
2023,204883,0.58,0.72,0.59,34.04,26.24,51.44
2012,238055,0.08,0.88,0.61,22.61,6.44,38.37
2012,44032,0.8,0.18,0.96,38.3,70.47,80.35
2023,127453,0.96,0.27,0.87,46.65,43.05,64.71
2024,50325,0.54,0.54,0.07,70.81,73.66,100.0
2006,63161,0.79,0.19,0.35,21.31,79.86,80.78
2020,127616,0.86,0.78,0.63,39.77,57.91,68.98
2018,224497,0.53,0.8,0.93,25.47,19.23,51.15
2000,20415,0.93,0.22,0.56,5.53,83.1,84.05
2004,205351,0.07,0.91,0.52,5.53,17.66,58.67
2003,150692,0.06,0.71,0.59,11.0,41.41,67.73
2017,26731,0.94,0.56,0.07,41.27,96.45,80.72
2004,177826,0.9,0.8,0.95,5.0,31.93,59.73
2024,225913,0.62,0.51,0.66,43.8,11.9,55.22
2016,224033,0.85,0.19,0.66,19.64,26.47,46.89
2001,69848,0.73,0.81,0.19,5.0,77.02,82.36
2007,2242,0.69,0.31,0.78,39.75,90.37,97.15
2022,237889,0.47,0.24,0.47,37.86,15.69,56.35
2020,9313,0.3,0.5,0.01,72.27,99.24,98.55
2002,40984,0.58,0.98,0.55,13.89,76.85,89.84
2021,42198,0.95,0.6,0.74,47.81,80.51,73.73
2021,180992,0.4,0.16,0.49,45.29,37.13,60.82
2013,67421,0.65,0.43,0.78,42.14,72.61,80.07
2003,38721,0.8,0.55,0.06,8.27,90.42,87.24
2018,191483,0.3,0.77,0.92,34.84,23.55,64.64
2016,162451,0.31,0.79,0.76,37.21,41.83,71.46
2013,135051,0.05,0.96,0.53,44.91,45.02,76.87
2016,25097,0.43,0.63,0.73,55.49,91.5,93.4
2010,210372,0.95,0.77,0.05,5.0,24.86,48.49
2018,88949,0.83,0.67,0.7,27.38,67.61,74.47
2020,130370,0.32,0.91,0.59,42.85,53.48,70.25
2020,36999,0.39,0.57,0.97,65.3,70.39,93.91
2000,240774,0.41,0.71,0.07,5.0,18.09,45.48
2016,160055,0.12,0.78,0.96,32.11,30.81,69.2
2011,55226,0.8,0.16,0.83,34.23,75.98,79.83
2006,212153,0.94,0.87,0.09,5.0,28.08,48.28
2000,216159,0.74,0.38,0.33,5.0,22.35,46.85
2006,217533,0.23,0.93,0.28,5.0,24.58,58.07
2015,118324,0.41,0.74,0.62,35.87,51.48,73.7
2015,179393,0.58,0.01,0.47,43.65,44.08,58.29
2014,120073,0.47,0.03,0.17,35.46,57.52,69.19
2018,57586,0.99,0.79,0.82,43.15,71.89,72.85
2006,174451,0.6,0.11,0.93,15.09,31.32,57.54
2019,82961,0.6,0.47,0.67,60.35,52.24,63.91
2023,91810,0.21,0.74,0.47,67.27,62.82,81.16
2024,82278,0.67,0.1,0.87,61.89,67.35,76.83
2012,116520,0.02,0.83,0.94,45.9,39.97,78.93
2022,174843,0.72,0.32,0.52,49.58,44.77,54.49
2004,188685,0.76,0.54,0.14,5.0,26.96,57.16
2024,158745,0.94,0.95,0.76,33.52,41.38,55.5
2013,218207,0.15,0.4,0.59,24.47,18.18,49.34
2014,214481,0.48,0.77,0.0,24.22,19.39,55.31
2015,154124,0.59,0.5,0.17,31.18,50.82,65.7
2017,32475,0.45,0.71,1.0,69.76,72.99,95.89
2000,43640,0.9,0.51,0.88,5.34,68.26,74.55
2023,105844,0.62,0.41,0.99,53.65,57.45,67.0
2000,27704,0.81,0.6,0.74,7.38,83.48,93.91
2016,178253,0.15,0.2,0.21,40.56,37.24,70.48
2016,181601,0.6,0.38,0.69,24.22,32.63,60.56
2007,165287,0.09,0.08,0.06,20.07,48.91,71.78
2014,4607,0.06,0.74,0.22,60.98,95.29,100.0
2007,228500,0.16,0.84,0.88,5.0,8.81,49.09
2010,131384,0.01,0.26,0.73,39.63,50.13,72.77
2013,9159,0.79,0.93,0.89,40.89,87.6,84.37
2011,151908,0.22,0.44,0.94,26.43,38.03,63.64
2017,17278,0.77,0.25,0.6,42.18,81.39,95.57
2016,208140,0.84,0.91,0.02,15.53,29.86,52.99
2012,99215,0.26,0.4,0.76,39.32,62.14,78.27
2012,185652,0.03,0.59,0.16,29.23,30.19,73.24
2011,24991,0.46,0.85,0.89,32.72,78.96,88.54
2013,83039,0.61,0.13,0.32,39.27,75.12,79.72
2010,143554,0.46,0.9,0.56,14.77,42.08,60.91
2023,157072,0.33,0.49,0.78,46.59,41.81,66.46
2004,59538,0.86,0.49,0.45,22.02,77.2,85.51
2013,76460,0.8,0.33,0.62,43.01,61.58,65.99
2001,235618,0.12,0.26,0.17,5.0,19.72,49.11
2005,51075,0.57,0.06,0.7,29.55,75.16,88.11
2014,31721,0.79,0.45,0.91,45.76,83.41,86.84
2022,26066,0.31,0.92,0.4,73.27,88.89,90.21
2012,154597,0.1,0.25,0.36,35.24,49.06,78.78
2000,18954,0.8,0.87,0.88,9.51,77.96,87.32
2000,85249,0.82,0.86,0.71,5.0,63.32,75.09
2022,185881,0.35,0.42,0.5,52.92,28.56,59.67
2008,31048,0.03,0.59,0.19,49.89,77.5,85.93
2018,228630,0.54,0.53,0.5,26.32,15.2,43.15
2022,107557,0.92,0.24,0.27,50.74,62.59,64.26
2020,18669,0.84,0.41,0.83,67.12,79.68,89.37
2024,27719,0.89,0.52,0.64,68.16,83.07,88.95
2014,97387,0.84,0.56,0.6,25.46,63.63,80.3
2020,225911,0.28,0.26,0.6,38.13,16.85,56.77
2003,177820,0.7,0.13,0.73,5.0,33.83,49.08
2000,170805,0.7,0.14,0.58,5.0,28.16,48.73
2004,158149,0.21,0.58,0.77,5.0,41.31,61.79
2004,146903,0.01,0.74,0.84,15.67,47.72,74.42
2000,95321,0.25,0.13,0.16,20.26,56.53,81.23
2017,162363,0.82,0.57,0.95,29.92,31.81,57.37
2017,59989,0.92,0.23,0.8,57.45,79.65,76.87
2000,128924,0.18,0.51,0.93,10.58,41.97,81.77
2007,70293,0.51,0.58,0.16,34.83,85.11,85.21
2001,49713,0.85,0.7,0.37,6.73,77.91,80.78
2009,247717,0.66,0.88,0.37,5.0,22.42,41.8
2018,231392,0.32,0.78,0.69,24.32,24.55,56.43
2021,208568,0.37,0.77,0.39,39.93,30.39,48.8
2012,96211,0.64,0.39,0.88,26.07,45.22,75.85
2004,211667,0.04,0.86,0.66,5.0,22.15,50.25
2013,142380,0.06,0.37,0.6,39.86,38.36,69.46
2017,223963,0.63,0.79,0.92,26.79,15.14,51.59
2009,188902,0.54,0.19,0.32,17.81,27.01,60.64
2004,183166,0.39,0.23,0.91,5.07,29.05,62.44
2020,182715,0.8,0.11,0.49,30.44,41.93,60.52
2012,111650,0.25,0.14,0.35,43.12,57.69,71.73
2024,134345,0.41,0.61,0.23,54.15,52.05,70.94
2008,216379,0.46,0.16,0.05,6.39,22.06,55.45
2022,227424,0.43,0.86,0.44,36.67,23.02,51.3
2017,139016,0.76,0.24,0.12,31.7,53.96,69.78
2021,190125,0.16,0.7,0.75,45.24,30.85,62.98
2016,92602,0.05,0.13,0.08,53.94,66.03,86.17
2022,104064,0.52,0.33,0.95,60.06,53.75,79.63
2000,232179,0.96,0.06,0.86,5.0,18.71,37.12
2001,79227,0.59,0.02,0.19,13.44,75.38,74.15
2015,125825,0.75,0.6,0.8,32.3,50.2,68.14
2017,18169,0.65,0.99,0.88,52.9,89.98,91.2
2020,238651,0.34,0.29,0.94,45.69,10.29,47.59
2023,51375,0.22,0.69,0.76,70.31,74.04,85.95
2006,200390,0.71,0.98,0.75,5.0,24.86,54.86
2008,239578,0.14,0.02,0.18,18.26,17.08,50.62
2024,24237,0.22,0.36,0.8,87.45,85.34,92.48
2007,58210,0.54,0.85,0.54,23.11,65.66,79.88
2002,243461,0.1,0.05,0.97,5.0,5.0,53.55
2005,87936,0.41,0.68,0.86,16.67,59.71,86.47
2002,225979,0.31,0.12,0.12,5.0,31.03,54.2
2024,238474,0.94,0.93,0.85,27.18,6.82,36.67
2009,196474,0.48,0.89,0.69,5.0,22.53,58.99
2023,123498,0.02,0.71,0.95,58.77,47.0,76.83
2020,144836,0.5,0.6,0.13,49.37,52.86,69.63
2019,161632,0.99,0.61,0.64,30.3,43.84,53.01
2005,140552,0.08,0.06,0.87,26.38,52.23,74.82
2024,219690,0.7,0.72,0.21,34.81,26.84,51.73
2012,48657,0.4,0.88,0.88,41.5,79.08,89.51
2022,72983,0.24,0.65,0.5,67.22,66.0,84.06
2014,200412,0.58,0.34,0.78,19.18,15.53,51.42
2016,31417,0.27,0.35,0.65,67.68,76.39,94.97
2015,76386,0.99,0.7,0.65,32.2,74.7,75.42
2007,67193,0.59,0.92,0.74,28.17,68.4,83.98
2013,199963,0.67,0.64,0.97,16.5,23.38,47.51
2022,204744,0.19,0.44,0.34,52.42,25.56,67.29
2007,246249,0.31,0.73,0.78,5.0,8.16,52.99
2023,71950,0.83,0.41,0.8,48.64,76.37,83.53
2005,35719,0.12,0.21,0.94,30.43,69.3,81.71
2018,148031,0.98,0.29,0.65,32.13,45.0,68.37
2006,121810,0.3,0.28,0.18,11.66,47.32,71.88
2002,122397,0.51,0.21,0.99,7.57,51.03,71.53
2002,239468,0.16,0.87,0.68,5.0,15.93,55.55
2012,17791,0.49,0.89,0.02,43.92,93.61,86.88
2002,142219,0.11,0.62,0.29,5.22,50.4,64.36
2005,100638,0.71,0.74,0.23,8.89,54.57,76.2
2022,56112,0.01,0.36,0.15,82.96,81.45,91.53
2000,214206,0.99,0.83,0.88,5.0,23.75,38.4
2021,198392,0.02,0.95,0.24,55.34,23.01,70.02
2018,77830,0.76,0.67,0.42,50.03,68.68,67.6
2011,199362,0.76,0.73,0.49,5.0,34.68,45.42
2016,13668,0.02,0.03,0.8,66.18,83.42,92.94
2004,134203,0.24,0.54,0.15,12.94,62.65,76.58
2020,51930,0.43,0.31,0.6,73.66,82.3,84.75
2014,225601,0.84,0.32,0.91,12.36,19.9,44.72
2020,81686,0.84,0.81,0.4,47.5,65.19,79.85
2010,8696,0.9,0.32,0.54,36.35,95.22,89.84
2021,245904,0.2,0.3,0.54,35.5,13.4,59.31
2011,80044,0.75,0.74,0.6,26.89,62.08,75.37
2023,219420,0.59,0.7,0.36,34.86,20.8,47.49
2018,118486,0.04,0.6,0.28,58.47,49.19,78.3
2020,219613,0.81,0.52,0.02,24.1,23.04,52.29
2009,49105,0.77,0.39,0.41,33.83,69.05,88.1
2016,35972,0.35,0.68,0.52,51.79,79.02,84.28
2015,236100,0.2,0.31,0.37,31.57,16.15,47.08
2001,117139,0.74,0.77,0.32,5.0,54.46,66.88
2010,234460,0.68,0.54,0.82,8.31,8.21,44.91
2022,43313,0.41,0.56,0.86,69.17,70.48,86.0
2024,123359,0.73,0.08,0.13,60.26,52.07,68.54
2002,115473,0.9,0.23,0.39,5.0,62.15,65.95
2018,222897,0.53,0.09,0.22,30.64,20.74,52.78
2014,169500,0.34,0.05,0.5,38.86,38.86,68.19
2012,149410,0.64,0.31,0.69,14.69,37.81,67.27
2016,86649,0.35,0.28,0.38,49.67,74.61,80.26
2015,82220,0.34,0.64,0.17,38.89,67.72,69.13
2002,188537,0.55,0.69,0.94,5.0,31.38,63.09
2018,63993,0.39,0.02,0.86,67.02,74.51,92.27
2016,70538,0.81,0.81,0.67,37.95,65.71,80.62
2024,129496,0.39,0.34,0.96,62.48,41.89,80.4
2000,126870,0.52,0.24,0.86,5.0,45.34,72.18
2018,203385,0.3,0.79,0.88,34.34,21.0,58.47
2020,63677,0.27,0.29,0.22,63.4,80.18,89.41
2012,90434,0.66,0.39,0.16,31.61,72.27,73.71
2000,190197,0.38,0.17,0.41,5.0,35.39,62.86
2018,85969,0.32,0.32,0.44,53.79,70.76,76.54
2023,220618,0.81,0.17,0.33,32.44,22.09,45.9
2011,41584,0.05,0.35,0.54,51.47,90.18,83.63
2003,75413,0.8,0.89,0.23,5.0,72.96,81.07
2006,225805,0.4,0.74,0.72,5.0,13.83,55.67
2005,195026,0.72,0.65,0.93,5.0,24.72,50.09
2022,150008,0.49,0.65,0.41,43.89,42.03,64.02
2011,165151,0.9,0.91,0.29,11.28,42.82,52.88
2019,82075,0.43,0.32,0.1,52.47,65.66,78.38
2020,200163,0.92,0.91,0.31,25.84,30.95,60.82
2015,174700,0.31,0.31,0.8,37.79,26.01,70.3
2009,76184,0.1,0.09,0.98,43.0,58.5,89.46
2005,102253,0.82,0.45,0.06,5.0,64.02,74.34
2003,178320,0.26,0.4,0.25,9.53,39.54,68.75
2007,229146,0.13,0.25,0.35,9.9,15.91,57.61
2018,129840,0.05,0.85,0.5,56.06,53.16,74.2
2009,214625,0.42,0.62,0.47,6.33,17.17,51.27
2003,157013,0.79,0.79,0.01,5.0,54.9,54.94
2016,113126,0.38,0.48,0.78,40.66,50.71,71.52
2003,233987,0.45,0.58,0.82,5.0,12.69,49.86
2012,197514,0.75,0.14,0.19,17.73,33.62,49.17
2008,97092,0.1,0.68,0.61,29.32,64.44,84.2
2007,105915,0.12,0.51,0.88,32.12,47.82,74.72
2002,190827,0.98,0.16,0.45,5.0,39.35,38.71
2020,66496,0.36,0.15,0.43,64.42,74.38,81.25
2008,245541,0.92,0.03,0.13,5.0,6.8,45.71
2022,8039,0.71,0.71,0.97,73.56,81.9,100.0
2014,225324,0.61,0.07,0.48,28.31,23.99,57.68
2017,3390,0.09,0.57,0.8,72.01,89.99,100.0
2004,100271,0.16,0.75,0.48,15.69,62.77,88.99
2000,17035,0.79,0.5,0.86,12.36,83.17,83.97
2011,186457,0.96,0.91,0.64,5.0,30.67,54.72
2012,141949,0.17,0.84,0.11,30.25,55.29,66.95
2014,241774,0.52,0.72,0.86,6.22,14.28,49.42
2000,74572,0.14,0.58,0.68,20.95,66.7,87.66
2003,129071,0.94,0.3,0.12,5.0,51.25,61.0
2024,56315,0.08,0.83,0.57,81.73,77.77,87.86
2018,231939,0.21,0.54,0.47,25.5,12.8,57.64
2017,39678,0.13,0.44,0.54,63.58,82.05,89.46
2006,7886,0.67,0.02,0.13,36.22,100.0,81.63
2023,86515,0.44,0.92,0.89,62.85,57.36,78.88
2020,222186,0.05,0.15,0.3,52.77,25.16,56.83
2005,132704,0.7,0.61,0.9,5.86,42.3,76.67
2024,131214,0.07,0.47,0.07,67.92,57.15,70.1
2012,95029,0.43,0.31,0.55,40.2,65.36,79.74
2010,130562,0.56,0.06,0.99,24.23,39.44,72.25
2023,135236,0.63,0.83,0.68,53.32,48.31,71.29
2013,107799,0.09,0.37,0.0,53.06,61.79,74.18
2017,248960,0.96,0.84,0.04,7.76,16.14,34.92
2012,209118,0.79,0.85,0.44,5.25,23.97,50.83
2008,231603,0.98,0.68,0.14,5.0,17.35,34.02
2024,244665,0.13,0.56,0.78,48.76,11.4,51.83
2024,58253,0.79,0.78,0.31,63.32,79.93,81.3
2013,12024,0.67,0.43,0.56,42.43,86.14,93.79
2007,83583,0.24,0.03,0.75,43.96,65.92,88.43
2002,155325,0.39,0.05,0.15,5.0,50.82,79.06
2021,243791,0.24,0.4,0.29,40.77,11.18,49.49
2002,113357,0.74,0.45,0.66,5.0,51.62,73.78
2005,102273,0.12,0.42,0.54,26.29,60.25,85.32
2021,126714,0.01,0.77,0.98,61.4,42.51,78.66
2023,89934,0.53,0.4,0.59,56.85,56.14,79.79
2012,217695,0.34,0.3,0.53,30.98,24.89,58.4
2006,64964,0.07,0.61,0.15,6.98,75.74,85.83
2008,52366,0.55,0.06,0.12,32.82,82.49,81.35
2011,42197,0.17,0.05,0.05,49.69,89.26,77.28
2018,220030,0.22,0.57,0.98,36.62,5.0,56.3
2022,81547,0.95,0.51,0.93,50.57,60.19,78.85
2012,9978,0.6,0.08,0.07,52.93,98.37,94.9
2012,229824,0.76,0.63,0.73,9.4,18.56,48.86
2010,22203,0.13,0.63,0.76,40.14,84.82,91.29
2019,82174,0.59,0.45,0.46,54.56,65.69,81.42
2003,80394,0.6,0.72,0.8,12.9,59.17,77.65
2015,157861,0.76,0.86,0.49,19.97,51.81,51.58
2007,145735,0.45,0.53,0.36,12.67,45.29,62.74
2023,53876,0.49,0.52,0.91,66.8,74.76,81.28
2011,155551,0.96,0.35,0.3,25.01,34.23,51.97
2015,172005,0.88,0.26,0.9,27.44,35.85,52.07
2014,43726,0.5,0.36,0.43,50.5,82.93,93.61
2021,169085,0.62,0.15,0.65,43.91,34.93,64.21
2016,22821,0.3,0.32,0.16,52.31,82.7,90.45
2007,125473,0.24,0.9,0.79,22.14,54.97,78.47
2004,59932,0.93,0.73,0.95,17.1,74.29,89.27
2024,52947,0.0,0.11,0.2,87.52,71.75,82.43
2023,15217,0.1,0.6,0.02,77.22,97.62,94.53
2008,168995,0.78,0.09,0.46,9.05,37.25,73.97
2021,202100,0.8,0.75,0.72,29.78,27.14,52.74
2008,7748,0.8,0.23,0.46,33.1,90.11,87.16
2013,169644,0.87,0.45,0.08,10.69,47.22,60.83
2012,170675,0.95,0.76,0.09,9.27,43.11,55.42
2005,77392,0.95,0.22,0.84,10.36,64.98,73.01
2000,22148,0.71,0.6,0.5,15.95,88.5,81.36
2004,248855,0.65,0.98,0.04,5.0,14.41,55.11
2020,96186,0.52,0.88,0.04,53.24,73.99,71.66
2024,86884,0.65,0.33,0.35,61.29,64.83,73.21
2000,246179,0.48,0.41,0.67,5.0,23.88,42.43
2017,199583,0.8,0.29,0.64,26.0,24.08,49.18
2007,205454,0.95,0.46,0.16,5.0,37.85,45.06
2021,129455,0.36,0.58,0.4,45.42,57.75,76.02
2013,31376,0.73,0.91,0.22,35.3,91.06,90.52
2023,72720,0.8,0.37,0.31,62.59,72.68,70.02
2007,83461,0.03,0.0,0.27,28.59,69.85,78.13
2017,161606,0.96,0.84,0.04,24.41,46.31,49.01
2018,222359,0.66,0.47,0.75,23.77,14.21,53.65
2011,177935,0.94,0.49,0.43,9.02,41.75,51.87
2021,50786,0.22,0.24,0.63,66.89,77.55,85.2
2011,198142,0.42,0.51,0.7,12.61,27.47,50.25
2019,168024,0.94,0.48,0.57,37.06,34.6,66.13
2013,181353,0.35,0.11,0.23,24.23,38.25,60.35
2022,122056,0.65,0.1,0.59,52.53,51.42,67.15
2010,183069,0.02,0.25,0.29,24.53,29.24,64.0
2014,10340,0.86,0.51,0.22,43.96,90.84,92.67
2005,248102,0.09,0.24,0.82,5.0,8.13,49.45
2007,160308,0.46,0.26,0.09,13.85,44.56,59.45
2000,99100,0.66,0.88,0.11,5.0,78.22,74.8
2003,214782,0.96,0.58,0.77,5.0,17.88,42.43
2001,168894,0.94,0.07,0.76,5.0,34.3,49.72
2021,158266,0.21,0.7,0.14,52.63,33.15,67.85
2008,10633,0.55,0.35,0.17,32.6,87.59,93.35
2011,172493,0.64,0.29,0.94,17.94,31.52,63.49
2008,184497,0.72,0.93,0.55,5.0,20.26,64.13
2021,212346,0.13,0.68,0.14,41.42,28.04,62.42
2021,82219,0.55,0.37,0.2,60.53,65.55,92.81
2001,191704,0.15,0.55,0.35,5.0,35.41,51.89
2008,167269,0.55,0.8,0.52,5.8,37.26,62.1
2024,134799,0.81,0.47,0.66,53.27,58.93,65.24
2010,93299,0.68,0.44,0.17,19.57,73.94,77.96
2012,85150,0.56,0.81,0.81,32.13,58.74,82.74
2022,82811,0.98,0.31,0.06,54.32,67.89,69.46
2009,220642,0.61,0.86,0.52,5.0,27.03,46.08
2019,168145,0.88,0.12,0.02,35.44,47.28,62.68
2023,179923,0.37,0.48,0.61,53.16,38.08,71.2
2016,46323,0.05,0.7,0.63,66.73,83.22,86.99
2020,196992,0.11,0.78,0.61,41.43,34.52,61.84
2012,36381,0.15,0.18,0.19,14.62,89.3,86.02
2007,54124,0.98,0.46,0.85,16.2,70.68,83.78
2024,240040,0.63,0.57,0.93,35.07,13.3,43.52
2016,67930,0.3,0.92,0.56,46.33,74.7,83.81
2023,65983,0.7,0.01,0.07,78.03,78.92,81.47
2001,13730,0.46,0.36,0.7,21.23,88.75,87.4
2006,244453,0.23,0.01,0.03,7.85,20.54,45.98
2005,85887,0.11,0.1,0.36,31.17,73.1,90.95
2023,186291,0.35,0.36,0.55,55.04,31.33,58.03
2000,6221,0.47,0.52,0.58,14.79,96.86,88.45
2005,37526,0.57,0.92,0.31,30.09,84.89,84.95
2023,220877,0.75,0.18,0.01,40.31,29.74,51.01
2000,147024,0.38,0.41,0.8,5.0,39.08,63.53
2020,183821,0.58,0.48,0.72,36.93,32.78,56.25
2014,112060,0.2,0.7,0.26,38.23,60.88,73.91
2014,19795,0.91,0.05,0.41,40.0,83.16,93.29
2001,80304,0.93,0.72,0.87,5.0,67.7,72.01
2002,127847,0.92,0.35,0.01,5.0,54.23,69.09
2015,163567,0.03,0.46,0.08,35.62,35.86,61.36
2000,145575,0.33,0.06,0.44,8.6,43.9,66.89
2021,89687,0.83,0.65,0.66,50.39,58.24,78.15
2001,153321,0.97,0.03,0.23,5.0,52.89,59.31
2009,36412,0.04,0.73,0.09,46.25,84.55,92.83
2017,61591,0.95,0.05,0.54,52.42,68.99,83.25
2014,234827,0.06,0.64,0.55,18.64,16.42,55.9
2023,137951,0.51,0.55,0.32,51.03,46.15,70.22
2010,16980,0.85,0.15,0.71,47.81,89.83,83.53
2010,44698,0.34,0.7,0.84,48.06,79.21,84.34
2004,64753,0.98,0.52,0.65,8.92,60.6,85.49
2000,21353,0.91,0.91,0.89,5.0,83.34,82.05
2010,26218,0.97,0.15,0.3,39.47,84.9,80.9
2020,237765,0.89,0.76,0.45,16.7,20.92,50.32
2000,177504,0.2,0.02,0.84,7.26,34.39,66.32
2011,115587,0.33,0.52,0.23,46.23,54.65,78.03
2022,56089,0.84,0.1,0.26,64.39,80.45,83.42
2011,153452,0.55,0.82,0.35,10.38,32.0,58.12
2022,56008,0.49,0.94,0.47,51.24,76.19,76.82
2013,17283,0.21,0.08,0.6,56.35,80.93,91.17
2016,37746,0.35,0.88,0.15,53.59,90.33,88.71
2008,246382,0.72,0.21,0.83,5.0,8.6,42.85
2011,230282,0.59,0.41,0.42,13.2,27.89,46.63
2011,89173,0.1,0.47,0.92,39.38,54.02,75.44
2009,110323,0.82,0.19,0.07,18.45,55.65,75.04
2020,242016,0.18,0.33,0.91,39.7,6.54,53.51
2007,241701,0.08,0.3,0.35,5.0,13.96,50.76
2022,157720,0.75,0.4,0.14,41.82,47.09,66.46
2024,230475,0.78,0.13,0.87,37.12,5.83,48.4
2006,19235,0.54,0.69,0.08,29.36,100.0,94.5
2021,613,0.21,0.25,0.35,77.14,83.55,100.0
2021,148890,0.92,0.51,0.65,38.05,44.98,56.61
2017,169827,0.9,0.99,0.39,24.56,35.71,53.49
2014,12894,0.76,0.85,0.03,45.3,91.08,85.98
2012,77566,0.66,0.25,0.91,39.59,69.81,83.5
2005,179327,0.06,0.35,0.85,15.59,23.47,64.41
2022,101646,0.44,0.11,0.1,63.69,62.3,80.94
2018,38514,0.37,0.22,0.89,67.25,80.36,88.25
2004,123263,0.39,0.47,0.29,19.64,59.05,76.29
2012,18434,0.66,0.49,0.07,41.49,96.81,88.86
2010,132295,0.24,0.26,0.65,25.51,51.93,72.09
2009,168076,0.04,0.62,0.66,20.39,34.96,69.92
2023,224166,0.14,0.58,0.54,46.23,17.42,58.11
2005,200069,0.15,0.3,0.0,5.0,27.54,64.92
2020,49993,0.5,0.23,0.39,62.13,78.94,76.25
2020,205139,0.83,0.32,0.18,36.31,31.86,42.75
2024,90442,0.14,0.08,0.88,74.02,70.03,79.37
2000,82754,0.96,0.37,0.64,5.0,61.94,69.49
2009,108969,0.79,0.59,0.92,20.57,56.47,75.54
2016,73853,0.06,0.96,0.48,60.92,68.77,76.89
2014,15576,0.22,0.79,0.9,55.09,77.91,89.76
2010,91614,0.36,0.03,0.87,45.22,55.97,80.96
2014,202200,0.9,0.87,0.38,11.33,27.64,49.72
2015,7683,0.57,0.38,0.96,61.04,83.41,89.07
2012,59264,0.49,0.89,0.04,44.79,78.19,86.08
2002,202878,0.74,0.67,0.71,5.0,25.84,54.43
2015,65699,0.23,0.75,1.0,51.37,66.14,88.41
2000,207614,0.78,0.02,0.35,5.0,20.98,51.33
2006,27928,0.38,0.15,0.2,31.68,89.38,81.78
2010,193989,0.79,0.41,0.06,9.31,44.04,47.12
2023,228918,0.38,0.46,0.6,50.32,18.64,45.77
2007,230432,0.53,0.32,0.09,5.0,17.96,58.16
2008,206662,0.15,0.04,0.28,17.74,26.16,44.6
2012,61762,0.25,0.33,0.33,56.27,71.5,84.69
2016,81492,0.76,0.94,0.61,30.68,73.14,83.27
2004,199722,0.9,0.56,0.95,5.0,20.65,50.17
2018,24615,0.95,0.63,0.29,44.74,79.43,87.74
2017,122598,0.98,0.65,1.0,28.25,48.06,69.34
2002,8778,0.4,0.67,0.78,28.6,90.12,90.79
2004,159493,0.26,0.81,0.26,5.0,60.67,63.53
2016,26830,0.54,0.75,0.08,66.94,86.8,89.42
2021,79079,0.91,0.96,0.19,53.38,70.7,71.44
2022,200056,0.37,0.63,0.3,36.06,27.83,56.34
2021,137163,0.7,0.17,0.29,52.85,56.01,65.2
2022,67678,0.53,0.36,0.71,68.09,66.47,86.71
2014,104530,0.45,0.21,0.43,46.54,52.94,84.65
2000,89131,0.06,0.7,0.83,5.0,64.18,78.69
2005,144898,0.03,0.65,0.11,19.52,53.29,77.74
2014,61021,0.82,0.42,0.22,43.06,76.47,77.57
2022,243040,0.06,0.96,0.38,43.79,12.86,52.07
2009,92888,0.53,0.82,0.62,23.46,58.54,80.9
2009,76177,0.59,0.51,0.38,32.08,70.34,76.97
2011,60159,0.05,0.92,0.08,7.96,81.21,88.24
2020,111950,0.97,0.68,0.03,37.15,52.58,71.61
2004,78193,0.65,0.86,0.53,8.65,68.73,70.24
2005,23528,0.03,0.45,0.43,36.2,90.2,100.0
2006,51266,0.95,0.72,0.75,18.3,73.26,80.12
2004,171577,0.49,0.48,0.96,5.0,34.67,51.72
2001,30494,0.82,0.49,0.73,10.06,74.84,88.78
2012,24135,0.38,0.62,0.59,50.96,79.43,91.24
2005,113914,0.95,0.39,0.69,13.67,56.25,64.39
2002,115225,0.59,0.75,0.07,5.0,57.28,72.1
2002,35023,0.85,0.1,0.9,11.59,80.03,82.74
2016,211967,0.56,0.25,0.13,27.61,17.38,50.75
2003,23306,0.2,0.48,0.43,36.97,88.23,83.28
2009,214193,0.3,0.15,0.12,9.2,31.8,54.48
2019,219029,0.44,0.9,0.78,28.23,17.34,52.0
2012,19613,0.42,0.66,0.76,46.12,94.58,92.23
